fta params:,lower,upper,delta,eta
,-0.25,0.25,0.03333333333333333,0.03333333333333333
agent params:,gamma,epsilon,batch_size,n_actions,eps_end,input_dims,lr,seed
,0.99,1.0,4,0.01,8,0.0003,20
Performance logging begins:
Episode:,Score:,Average Score:,Epsilon:
0,-46.31,-46.31,1.0
1,-168.42,-107.36,1.0
2,-142.81,-119.18,0.99
3,-277.17,-158.68,0.99
4,-438.9,-214.72,0.98
5,-64.14,-189.62,0.98
6,-328.59,-209.48,0.97
7,-105.36,-196.46,0.97
8,-165.57,-193.03,0.96
9,-147.52,-188.48,0.96
10,-434.8,-210.87,0.95
11,-76.13,-199.64,0.95
12,-90.28,-191.23,0.94
13,-132.19,-187.01,0.94
14,-44.89,-177.54,0.94
15,-316.13,-186.2,0.93
16,-185.82,-186.18,0.93
17,-96.37,-181.19,0.92
18,-121.13,-178.03,0.92
19,-70.59,-172.66,0.91
20,-165.52,-172.32,0.91
21,-78.41,-168.05,0.9
22,-109.4,-165.5,0.9
23,-93.9,-162.51,0.89
24,-90.65,-159.64,0.89
25,-149.23,-159.24,0.88
26,-193.19,-160.5,0.88
27,-130.05,-159.41,0.87
28,-172.16,-159.85,0.87
29,-16.76,-155.08,0.86
30,-58.23,-151.95,0.86
31,-350.65,-158.16,0.85
32,-124.32,-157.14,0.85
33,-139.63,-156.62,0.84
34,-45.9,-153.46,0.84
35,-194.77,-154.61,0.83
36,-404.11,-161.35,0.83
37,-101.33,-159.77,0.82
38,-197.55,-160.74,0.82
39,-86.68,-158.89,0.81
40,-144.38,-158.53,0.81
41,-202.41,-159.58,0.8
42,-85.96,-157.87,0.8
43,-177.25,-158.31,0.79
44,-111.4,-157.27,0.78
45,-68.18,-155.33,0.78
46,-133.02,-154.85,0.78
47,-134.23,-154.42,0.77
48,-95.63,-153.22,0.77
49,-90.68,-151.97,0.76
50,-127.4,-151.49,0.76
51,-108.25,-150.66,0.75
52,-106.53,-149.83,0.75
53,-69.98,-148.35,0.75
54,-90.19,-147.29,0.74
55,-245.01,-149.04,0.74
56,-53.17,-147.35,0.73
57,-93.12,-146.42,0.73
58,-80.13,-145.3,0.72
59,-80.67,-144.22,0.72
60,-59.07,-142.82,0.72
61,-98.56,-142.11,0.71
62,-92.69,-141.32,0.71
63,-98.32,-140.65,0.7
64,-66.4,-139.51,0.7
65,-81.32,-138.63,0.69
66,-62.93,-137.5,0.69
67,-98.6,-136.93,0.68
68,-59.54,-135.81,0.67
69,-90.23,-135.15,0.67
70,-147.13,-135.32,0.66
71,-14.8,-133.65,0.66
72,11.4,-131.66,0.65
73,-326.01,-134.29,0.65
74,-7.61,-132.6,0.64
75,-92.57,-132.07,0.64
76,-61.77,-131.16,0.63
77,-83.41,-130.55,0.63
78,-63.64,-129.7,0.62
79,-91.87,-129.23,0.62
80,-100.58,-128.87,0.61
81,-62.11,-128.06,0.61
82,-163.98,-128.49,0.6
83,-60.62,-127.68,0.6
84,-105.71,-127.43,0.59
85,-55.61,-126.59,0.59
86,-81.29,-126.07,0.58
87,-93.72,-125.7,0.58
88,-33.08,-124.66,0.57
89,-104.07,-124.43,0.57
90,-59.1,-123.72,0.56
91,-52.72,-122.94,0.56
92,-87.68,-122.56,0.55
93,-151.64,-122.87,0.55
94,-110.57,-122.74,0.54
95,-54.25,-122.03,0.54
96,-228.34,-123.13,0.53
97,-47.58,-122.36,0.53
98,-66.59,-121.79,0.52
99,-112.75,-121.7,0.51
100,-98.05,-122.22,0.51
101,-86.8,-121.4,0.5
102,-71.77,-120.69,0.49
103,-46.87,-118.39,0.49
104,-81.68,-114.82,0.48
105,-80.08,-114.98,0.48
106,-71.02,-112.4,0.47
107,-101.44,-112.36,0.47
108,-132.83,-112.03,0.46
109,-95.44,-111.51,0.45
110,-97.04,-108.14,0.45
111,-2.67,-107.4,0.44
112,-65.0,-107.15,0.44
113,-18.26,-106.01,0.43
114,-65.58,-106.22,0.43
115,-195.97,-105.01,0.42
116,-178.64,-104.94,0.41
117,-48.56,-104.46,0.41
118,-54.02,-103.79,0.4
119,10.18,-102.99,0.39
120,-71.58,-102.05,0.39
121,-178.66,-103.05,0.38
122,-57.65,-102.53,0.37
123,-1.98,-101.61,0.37
124,-45.46,-101.16,0.36
125,-88.86,-100.56,0.35
126,-25.09,-98.88,0.34
127,-28.63,-97.86,0.34
128,-234.52,-98.49,0.33
129,-30.74,-98.63,0.33
130,-13.1,-98.17,0.32
131,-42.96,-95.1,0.31
132,-28.22,-94.14,0.31
133,-79.13,-93.53,0.3
134,-18.3,-93.26,0.3
135,-69.69,-92.0,0.29
136,-75.56,-88.72,0.29
137,-35.67,-88.06,0.28
138,-67.29,-86.76,0.27
139,-115.56,-87.05,0.26
140,-49.61,-86.1,0.25
141,-30.25,-84.38,0.24
142,-82.84,-84.35,0.24
143,-39.02,-82.97,0.23
144,-134.7,-83.2,0.23
145,-56.4,-83.08,0.21
146,12.25,-81.63,0.2
147,-190.62,-82.19,0.19
148,-118.77,-82.42,0.18
149,-70.91,-82.23,0.17
150,-88.67,-81.84,0.16
151,36.75,-80.39,0.16
152,-65.66,-79.98,0.15
153,-191.69,-81.2,0.14
154,131.89,-78.98,0.11
155,-94.03,-77.47,0.1
156,-229.49,-79.23,0.08
157,-57.38,-78.87,0.06
158,-100.72,-79.08,0.05
159,3.54,-78.24,0.04
160,-211.71,-79.76,0.02
161,-40.05,-79.18,0.01
162,-48.01,-78.73,0.01
163,-82.03,-78.57,0.01
164,-21.39,-78.12,0.01
165,-113.23,-78.44,0.01
166,-64.46,-78.45,0.01
167,2.36,-77.44,0.01
168,127.32,-75.57,0.01
169,-64.05,-75.31,0.01
170,-164.85,-75.49,0.01
171,-68.12,-76.02,0.01
172,-43.78,-76.57,0.01
173,-46.38,-73.78,0.01
174,7.04,-73.63,0.01
175,-15.55,-72.86,0.01
176,-67.1,-72.91,0.01
177,-118.88,-73.27,0.01
178,-55.62,-73.19,0.01
179,-61.63,-72.89,0.01
180,-63.59,-72.52,0.01
181,34.9,-71.55,0.01
182,-131.19,-71.22,0.01
183,-262.75,-73.24,0.01
184,226.92,-69.91,0.01
185,258.08,-66.78,0.01
186,-22.43,-66.19,0.01
187,-38.16,-65.63,0.01
188,-27.66,-65.58,0.01
189,-74.3,-65.28,0.01
190,13.48,-64.55,0.01
191,-59.51,-64.62,0.01
192,-21.85,-63.96,0.01
193,-78.67,-63.23,0.01
194,-17.06,-62.3,0.01
195,-56.5,-62.32,0.01
196,-112.29,-61.16,0.01
197,-74.94,-61.43,0.01
198,-60.28,-61.37,0.01
199,-5.6,-60.3,0.01
200,-33.07,-59.65,0.01
201,-77.94,-59.56,0.01
202,-59.39,-59.44,0.01
203,-59.61,-59.57,0.01
204,-7.81,-58.83,0.01
205,-15.4,-58.18,0.01
206,-49.15,-57.96,0.01
207,-45.97,-57.41,0.01
208,-18.52,-56.26,0.01
209,37.33,-54.94,0.01
210,2.44,-53.94,0.01
211,-39.69,-54.31,0.01
212,-37.1,-54.03,0.01
213,18.89,-53.66,0.01
214,-19.89,-53.2,0.01
