fta params:,lower,upper,delta,eta
,-1,1,0.13333333333333333,0.13333333333333333
agent params:,gamma,epsilon,batch_size,n_actions,eps_end,input_dims,lr,seed
,0.99,1.0,4,0.01,8,0.0003,30
Performance logging begins:
Episode:,Score:,Average Score:,Epsilon:
88,-31.56,-136.96,0.55
89,-83.24,-136.37,0.54
90,-70.24,-135.64,0.53
91,-88.61,-135.13,0.53
92,-80.37,-134.54,0.52
93,-200.23,-135.24,0.52
94,-57.27,-134.42,0.51
95,-55.46,-133.6,0.5
96,-89.89,-133.15,0.49
97,-44.61,-132.24,0.49
98,-38.2,-131.29,0.48
99,-71.14,-130.69,0.47
100,-56.26,-129.28,0.47
101,-14.82,-129.21,0.46
102,-296.02,-128.01,0.44
103,-72.0,-125.18,0.44
104,-51.23,-123.51,0.43
105,-53.19,-119.76,0.42
106,-34.07,-118.51,0.41
107,-61.13,-117.77,0.4
108,-77.55,-117.11,0.4
109,-57.9,-113.14,0.39
110,-42.38,-112.0,0.39
111,-87.99,-112.03,0.38
112,-99.29,-112.53,0.36
113,14.56,-111.23,0.36
114,-62.97,-111.11,0.35
115,-216.08,-111.91,0.34
116,-38.87,-111.38,0.34
117,-5.3,-109.21,0.33
118,-58.74,-106.21,0.32
119,-92.77,-104.74,0.31
120,146.18,-102.06,0.29
121,-28.39,-99.62,0.28
122,-59.25,-99.48,0.27
123,-45.04,-98.34,0.26
124,-42.02,-97.03,0.25
125,-43.61,-95.91,0.25
126,-39.96,-95.27,0.24
127,28.41,-93.42,0.24
128,-102.77,-93.64,0.22
129,-13.06,-92.39,0.21
130,-133.27,-91.6,0.2
131,-68.1,-89.1,0.19
132,-58.53,-87.0,0.18
133,2.28,-85.89,0.17
134,-74.4,-86.75,0.16
135,-61.48,-85.95,0.15
136,-18.0,-85.23,0.13
137,-29.86,-83.24,0.11
138,-51.32,-82.97,0.09
139,-91.28,-83.28,0.07
140,-80.77,-83.06,0.06
141,-564.44,-87.88,0.05
142,-276.2,-90.04,0.03
143,5.91,-89.13,0.01
144,8.76,-88.33,0.01
145,-75.6,-88.07,0.01
146,-69.09,-86.84,0.01
147,-114.2,-86.11,0.01
148,59.49,-83.9,0.01
149,234.73,-80.77,0.01
150,-43.83,-80.15,0.01
151,-514.24,-82.8,0.01
152,7.11,-82.05,0.01
153,-43.15,-81.93,0.01
154,-91.27,-81.0,0.01
155,-8.76,-79.8,0.01
156,-106.87,-80.59,0.01
157,121.33,-78.36,0.01
158,-40.18,-75.62,0.01
159,-21.29,-74.75,0.01
160,-2.42,-71.31,0.01
161,-37.32,-71.13,0.01
162,14.27,-69.73,0.01
163,-64.36,-69.38,0.01
164,-25.68,-68.67,0.01
165,-58.12,-68.49,0.01
166,32.34,-64.22,0.01
167,44.5,-62.94,0.01
168,-10.16,-62.32,0.01
169,-20.78,-61.82,0.01
170,117.96,-59.62,0.01
171,39.73,-58.14,0.01
172,6.72,-57.43,0.01
173,20.88,-56.51,0.01
174,-11.87,-56.13,0.01
175,-65.59,-55.02,0.01
176,-53.97,-55.01,0.01
177,-66.96,-54.92,0.01
178,-51.17,-54.81,0.01
179,-48.44,-54.43,0.01
180,-10.39,-53.8,0.01
181,-51.75,-54.1,0.01
182,-51.34,-54.13,0.01
183,-67.18,-54.54,0.01
184,-67.28,-55.11,0.01
185,280.17,-51.43,0.01
186,1.92,-50.66,0.01
187,-8.05,-49.85,0.01
188,-14.37,-49.68,0.01
189,-21.39,-49.06,0.01
190,-80.67,-49.17,0.01
191,-44.45,-48.72,0.01
192,3.87,-47.88,0.01
193,-13.42,-46.01,0.01
194,-26.79,-45.71,0.01
195,-32.64,-45.48,0.01
196,-11.4,-44.7,0.01
197,-33.27,-44.58,0.01
198,36.57,-43.83,0.01
199,-25.58,-43.38,0.01
200,-27.14,-43.09,0.01
201,-58.22,-43.52,0.01
202,-83.09,-41.39,0.01
203,-29.88,-40.97,0.01
204,14.8,-40.31,0.01
205,-37.89,-40.16,0.01
206,-16.2,-39.98,0.01
207,19.5,-39.17,0.01
208,-59.83,-39.0,0.01
209,-41.01,-38.83,0.01
210,30.96,-38.09,0.01
211,-48.5,-37.7,0.01
212,-22.99,-36.94,0.01
213,-43.12,-37.51,0.01
214,-42.76,-37.31,0.01
215,-63.43,-35.78,0.01
216,-7.29,-35.47,0.01
217,-0.57,-35.42,0.01
218,11.89,-34.71,0.01
219,-25.87,-34.05,0.01
220,-54.56,-36.05,0.01
221,1.3,-35.76,0.01
222,-75.24,-35.92,0.01
223,18.31,-35.28,0.01
224,-11.05,-34.97,0.01
225,3.77,-34.5,0.01
226,2.48,-34.07,0.01
227,-33.97,-34.7,0.01
228,-23.14,-33.9,0.01
229,9.99,-33.67,0.01
230,-14.53,-32.48,0.01
231,32.84,-31.47,0.01
232,10.5,-30.78,0.01
233,-31.97,-31.13,0.01
234,20.44,-30.18,0.01
235,-41.57,-29.98,0.01
236,-16.8,-29.97,0.01
237,-23.44,-29.9,0.01
238,-15.6,-29.55,0.01
239,26.56,-28.37,0.01
240,-28.83,-27.85,0.01
241,-8.21,-22.29,0.01
242,-12.97,-19.65,0.01
243,-11.91,-19.83,0.01
244,-17.89,-20.1,0.01
245,-69.63,-20.04,0.01
246,-17.71,-19.52,0.01
247,0.7,-18.38,0.01
248,-42.61,-19.4,0.01
249,12.06,-21.62,0.01
250,-34.75,-21.53,0.01
251,17.88,-16.21,0.01
252,0.86,-16.27,0.01
253,-21.23,-16.05,0.01
254,18.65,-14.96,0.01
255,-5.96,-14.93,0.01
256,-11.79,-13.98,0.01
257,-30.43,-15.49,0.01
258,-12.0,-15.21,0.01
259,-8.66,-15.09,0.01
260,8.26,-14.98,0.01
261,-50.63,-15.11,0.01
262,-35.5,-15.61,0.01
263,-21.71,-15.18,0.01
264,-9.94,-15.03,0.01
265,10.15,-14.34,0.01
266,-37.94,-15.05,0.01
267,-46.6,-15.96,0.01
268,-44.51,-16.3,0.01
269,13.06,-15.96,0.01
270,18.5,-16.96,0.01
271,-91.35,-18.27,0.01
272,-17.57,-18.51,0.01
273,13.24,-18.59,0.01
274,2.43,-18.44,0.01
275,1.75,-17.77,0.01
276,-15.95,-17.39,0.01
277,6.59,-16.65,0.01
278,-3.29,-16.18,0.01
279,14.17,-15.55,0.01
280,1.33,-15.43,0.01
281,-32.71,-15.24,0.01
282,-20.92,-14.94,0.01
283,3.02,-14.24,0.01
284,11.49,-13.45,0.01
285,-10.6,-16.36,0.01
286,-26.58,-16.64,0.01
287,-14.23,-16.7,0.01
288,-13.18,-16.69,0.01
289,-8.39,-16.56,0.01
290,-5.6,-15.81,0.01
291,-4.58,-15.41,0.01
292,-43.91,-15.89,0.01
293,-3.42,-15.79,0.01
294,7.31,-15.45,0.01
295,-6.55,-15.19,0.01
296,4.1,-15.03,0.01
297,16.0,-14.54,0.01
298,-37.95,-15.29,0.01
299,2.32,-15.01,0.01
300,14.86,-14.59,0.01
301,-19.71,-14.2,0.01
302,-3.83,-13.41,0.01
303,-6.3,-13.17,0.01
304,12.1,-13.2,0.01
305,-47.61,-13.3,0.01
306,-15.47,-13.29,0.01
307,-44.05,-13.92,0.01
308,-56.01,-13.89,0.01
309,4.8,-13.43,0.01
310,-37.77,-14.12,0.01
311,-39.38,-14.02,0.01
312,7.13,-13.72,0.01
313,-15.54,-13.45,0.01
314,-38.22,-13.4,0.01
315,30.16,-12.47,0.01
316,46.71,-11.93,0.01
317,-47.72,-12.4,0.01
318,10.02,-12.42,0.01
319,25.83,-11.9,0.01
320,-0.37,-11.36,0.01
321,25.48,-11.12,0.01
322,-5.03,-10.41,0.01
323,13.71,-10.46,0.01
324,-37.95,-10.73,0.01
325,-38.14,-11.15,0.01
326,-33.28,-11.51,0.01
327,46.33,-10.7,0.01
328,24.25,-10.23,0.01
329,24.47,-10.08,0.01
330,-35.57,-10.29,0.01
331,2.39,-10.6,0.01
332,-37.4,-11.08,0.01
333,33.59,-10.42,0.01
334,7.03,-10.56,0.01
335,-14.08,-10.28,0.01
336,6.89,-10.04,0.01
337,25.11,-9.56,0.01
338,12.14,-9.28,0.01
339,-9.24,-9.64,0.01
340,-111.17,-10.46,0.01
341,-17.32,-10.55,0.01
342,-117.1,-11.6,0.01
343,30.43,-11.17,0.01
344,18.58,-10.81,0.01
345,-21.55,-10.33,0.01
346,-4.99,-10.2,0.01
347,49.59,-9.71,0.01
348,-11.99,-9.4,0.01
349,7.53,-9.45,0.01
350,5.89,-9.04,0.01
351,-18.01,-9.4,0.01
352,-36.98,-9.78,0.01
353,29.79,-9.27,0.01
354,8.44,-9.37,0.01
355,8.82,-9.22,0.01
356,-50.38,-9.61,0.01
357,-32.93,-9.64,0.01
358,15.96,-9.36,0.01
359,21.71,-9.05,0.01
360,-131.18,-10.45,0.01
361,-33.68,-10.28,0.01
362,49.2,-9.43,0.01
363,-178.4,-11.0,0.01
364,36.75,-10.53,0.01
365,-10.23,-10.73,0.01
366,30.23,-10.05,0.01
367,-72.44,-10.31,0.01
368,56.71,-9.3,0.01
369,9.95,-9.33,0.01
370,-30.66,-9.82,0.01
371,24.59,-8.66,0.01
372,-4.86,-8.53,0.01
373,13.21,-8.54,0.01
374,18.5,-8.37,0.01
375,30.39,-8.09,0.01
376,18.59,-7.74,0.01
377,-10.4,-7.91,0.01
378,-33.16,-8.21,0.01
379,-25.62,-8.61,0.01
380,41.45,-8.21,0.01
381,45.07,-7.43,0.01
382,23.94,-6.98,0.01
383,-1.43,-7.03,0.01
384,22.04,-6.92,0.01
385,2.15,-6.79,0.01
386,-46.31,-6.99,0.01
387,37.69,-6.47,0.01
388,19.21,-6.15,0.01
389,24.51,-5.82,0.01
390,55.16,-5.21,0.01
391,-2.61,-5.19,0.01
392,24.1,-4.51,0.01
393,-20.32,-4.68,0.01
394,-3.37,-4.79,0.01
395,43.02,-4.29,0.01
396,39.04,-3.94,0.01
397,9.94,-4.0,0.01
398,-52.87,-4.15,0.01
399,68.53,-3.49,0.01
400,-5.45,-3.69,0.01
401,63.17,-2.86,0.01
402,24.03,-2.59,0.01
403,20.63,-2.32,0.01
404,-58.14,-3.02,0.01
405,52.34,-2.02,0.01
406,32.4,-1.54,0.01
407,31.59,-0.78,0.01
408,0.5,-0.22,0.01
409,46.86,0.2,0.01
410,74.27,1.32,0.01
411,3.8,1.75,0.01
412,-22.08,1.46,0.01
413,34.49,1.96,0.01
414,4.65,2.39,0.01
415,52.08,2.61,0.01
416,44.9,2.59,0.01
417,0.64,3.08,0.01
418,29.58,3.27,0.01
419,9.65,3.11,0.01
420,-89.34,2.22,0.01
421,25.88,2.22,0.01
422,35.79,2.63,0.01
423,25.02,2.75,0.01
424,53.85,3.66,0.01
425,4.38,4.09,0.01
426,28.37,4.71,0.01
427,-3.14,4.21,0.01
428,-30.78,3.66,0.01
429,26.97,3.68,0.01
430,9.79,4.14,0.01
431,-13.8,3.98,0.01
432,22.31,4.57,0.01
433,-151.36,2.72,0.01
434,78.2,3.44,0.01
435,31.4,3.89,0.01
436,30.34,4.13,0.01
437,1.04,3.88,0.01
438,39.73,4.16,0.01
439,68.81,4.94,0.01
440,-12.0,5.93,0.01
441,50.93,6.62,0.01
442,-94.47,6.84,0.01
443,-2.57,6.51,0.01
444,-89.47,5.43,0.01
445,18.42,5.83,0.01
446,-50.52,5.38,0.01
447,70.41,5.58,0.01
448,15.87,5.86,0.01
449,61.22,6.4,0.01
450,70.37,7.04,0.01
451,24.34,7.47,0.01
452,-194.08,5.9,0.01
453,17.17,5.77,0.01
454,65.11,6.34,0.01
455,-14.05,6.11,0.01
456,5.02,6.66,0.01
457,35.34,7.35,0.01
458,55.6,7.74,0.01
459,-202.48,5.5,0.01
460,14.7,6.96,0.01
461,13.68,7.43,0.01
462,88.52,7.83,0.01
463,72.26,10.33,0.01
464,67.98,10.64,0.01
465,33.9,11.09,0.01
466,10.56,10.89,0.01
467,28.65,11.9,0.01
468,5.95,11.39,0.01
469,19.35,11.49,0.01
470,40.01,12.19,0.01
471,22.43,12.17,0.01
472,38.93,12.61,0.01
473,31.96,12.8,0.01
474,33.91,12.95,0.01
475,38.41,13.03,0.01
476,18.55,13.03,0.01
477,52.91,13.66,0.01
478,37.96,14.37,0.01
479,45.92,15.09,0.01
480,81.77,15.49,0.01
481,65.87,15.7,0.01
482,45.08,15.91,0.01
483,65.33,16.58,0.01
484,14.48,16.5,0.01
485,60.9,17.09,0.01
486,23.33,17.79,0.01
487,25.43,17.67,0.01
488,57.5,18.05,0.01
489,22.76,18.03,0.01
490,51.43,17.99,0.01
491,48.91,18.51,0.01
492,7.8,18.35,0.01
493,14.03,18.69,0.01
494,44.98,19.17,0.01
495,16.48,18.91,0.01
496,38.59,18.9,0.01
497,43.99,19.24,0.01
498,64.68,20.42,0.01
499,33.69,20.07,0.01
