fta params:,lower,upper,delta,eta
,-1,1,0.14285714285714285,0.14285714285714285
agent params:,gamma,epsilon,batch_size,n_actions,eps_end,input_dims,lr,seed
,0.99,1.0,4,0.01,8,0.0003,10
Performance logging begins:
Episode:,Score:,Average Score:,Epsilon:
0,-268.1,-268.1,1.0
1,-92.62,-180.36,1.0
2,-77.9,-146.21,0.99
3,-89.77,-132.1,0.99
4,-95.32,-124.74,0.98
5,-135.81,-126.59,0.98
6,-12.55,-110.3,0.97
7,-103.84,-109.49,0.97
8,-265.13,-126.78,0.96
9,-91.2,-123.22,0.96
10,-138.75,-124.64,0.95
11,-59.17,-119.18,0.95
12,-178.76,-123.76,0.94
13,-80.46,-120.67,0.94
14,-247.71,-129.14,0.94
15,-160.76,-131.12,0.93
16,-164.3,-133.07,0.92
17,-77.77,-130.0,0.92
18,-229.72,-135.24,0.91
19,-178.01,-137.38,0.91
20,-145.99,-137.79,0.9
21,-128.99,-137.39,0.9
22,-69.79,-134.45,0.89
23,-124.36,-134.03,0.89
24,-166.32,-135.32,0.88
25,-106.1,-134.2,0.88
26,-140.52,-134.43,0.87
27,-68.33,-132.07,0.87
28,-23.68,-128.34,0.86
29,-144.57,-128.88,0.86
30,-306.47,-134.61,0.85
31,13.62,-129.97,0.85
32,-299.69,-135.12,0.84
33,-88.33,-133.74,0.84
34,-101.08,-132.81,0.83
35,-113.42,-132.27,0.82
36,-65.51,-130.46,0.82
37,-199.06,-132.27,0.81
38,-43.89,-130.0,0.81
39,-59.9,-128.25,0.8
40,-198.95,-129.97,0.8
41,-195.57,-131.54,0.79
42,-105.65,-130.93,0.79
43,-160.99,-131.62,0.78
44,-147.64,-131.97,0.78
45,-159.96,-132.58,0.77
46,-135.67,-132.65,0.77
47,-61.22,-131.16,0.76
48,-74.04,-129.99,0.75
49,-171.74,-130.83,0.75
50,-61.87,-129.48,0.74
51,-108.82,-129.08,0.74
52,-16.72,-126.96,0.73
53,-87.37,-126.23,0.72
54,-140.52,-126.49,0.72
55,-220.51,-128.17,0.71
56,-138.1,-128.34,0.71
57,-80.98,-127.52,0.7
