fta params:,lower,upper,delta,eta
,-2,2,0.2857142857142857,0.2857142857142857
agent params:,gamma,epsilon,batch_size,n_actions,eps_end,input_dims,lr,seed
,0.99,1.0,4,0.01,8,0.0003,10
Performance logging begins:
Episode:,Score:,Average Score:,Epsilon:
259,-82.67,-18.65,0.01
260,53.35,-18.13,0.01
261,3.69,-18.16,0.01
262,-1.25,-17.97,0.01
263,-6.63,-18.02,0.01
264,-36.89,-18.55,0.01
265,-68.6,-17.1,0.01
266,-60.93,-17.28,0.01
267,39.8,-16.28,0.01
268,-32.43,-16.83,0.01
269,75.26,-15.8,0.01
270,-3.51,-17.83,0.01
271,-86.48,-18.73,0.01
272,3.35,-18.58,0.01
273,38.77,-18.96,0.01
274,-56.61,-19.36,0.01
275,-46.14,-19.87,0.01
276,-65.45,-19.98,0.01
277,43.01,-18.77,0.01
278,-50.63,-18.77,0.01
279,218.22,-18.47,0.01
280,-0.68,-17.57,0.01
281,2.36,-20.21,0.01
282,-6.38,-20.3,0.01
283,38.46,-17.76,0.01
284,-21.32,-20.37,0.01
285,-82.24,-21.0,0.01
286,-28.37,-20.56,0.01
287,-22.96,-20.09,0.01
288,-29.81,-19.79,0.01
289,-1.5,-18.31,0.01
290,-48.36,-19.17,0.01
291,-61.0,-18.89,0.01
292,-9.36,-18.78,0.01
293,-13.96,-18.27,0.01
294,-15.97,-18.04,0.01
295,-1.4,-18.49,0.01
296,8.68,-18.3,0.01
297,-22.42,-18.23,0.01
298,-12.35,-18.45,0.01
299,-39.51,-18.56,0.01
300,-20.84,-18.71,0.01
301,-28.53,-16.23,0.01
302,-29.8,-15.67,0.01
303,-29.73,-15.62,0.01
304,-10.45,-15.99,0.01
305,-20.8,-15.65,0.01
306,3.68,-15.48,0.01
307,-27.91,-15.43,0.01
308,-40.39,-15.22,0.01
309,-15.77,-14.75,0.01
310,15.75,-14.2,0.01
311,-193.13,-16.17,0.01
312,-26.12,-15.73,0.01
313,-12.52,-15.62,0.01
314,-46.07,-14.86,0.01
315,12.26,-15.33,0.01
316,-11.82,-15.5,0.01
317,-3.15,-13.27,0.01
318,-16.83,-13.13,0.01
319,-12.38,-12.84,0.01
320,-32.93,-12.98,0.01
321,37.18,-11.96,0.01
322,-53.61,-12.48,0.01
323,-42.6,-12.5,0.01
324,-1.47,-11.99,0.01
325,20.61,-11.36,0.01
326,-55.47,-11.89,0.01
327,-30.75,-12.34,0.01
328,-5.55,-12.2,0.01
329,89.89,-11.39,0.01
330,10.63,-11.36,0.01
331,-16.4,-11.59,0.01
332,-7.42,-11.78,0.01
333,-66.58,-12.62,0.01
334,50.16,-11.83,0.01
335,14.78,-12.12,0.01
336,-42.23,-12.78,0.01
337,-29.29,-12.9,0.01
338,13.41,-12.35,0.01
339,-60.13,-12.61,0.01
340,33.55,-15.05,0.01
341,-71.89,-15.5,0.01
342,-44.21,-17.16,0.01
343,20.95,-16.57,0.01
344,-16.36,-16.03,0.01
345,-15.36,-15.98,0.01
346,-12.35,-15.7,0.01
347,16.67,-15.17,0.01
348,-33.87,-14.87,0.01
349,10.94,-14.56,0.01
350,-15.85,-14.11,0.01
351,270.5,-11.76,0.01
352,13.78,-11.05,0.01
353,-21.7,-11.2,0.01
354,-38.6,-11.54,0.01
355,10.89,-11.18,0.01
356,-52.59,-11.2,0.01
357,-1.39,-10.95,0.01
358,-3.74,-11.64,0.01
359,36.9,-10.44,0.01
360,27.12,-10.7,0.01
361,-37.62,-11.12,0.01
362,-43.96,-11.54,0.01
363,-7.6,-11.55,0.01
364,-1.66,-11.2,0.01
365,-20.18,-10.72,0.01
366,5.98,-10.05,0.01
367,3.03,-10.42,0.01
368,226.48,-7.83,0.01
369,20.91,-8.37,0.01
370,-28.83,-8.62,0.01
371,26.08,-7.5,0.01
372,13.17,-7.4,0.01
373,-9.59,-7.88,0.01
374,-15.81,-7.48,0.01
375,11.22,-6.9,0.01
376,-46.71,-6.71,0.01
377,7.19,-7.07,0.01
378,-43.65,-7.0,0.01
379,-24.17,-9.43,0.01
380,12.01,-9.3,0.01
381,-67.46,-10.0,0.01
382,261.14,-7.32,0.01
383,42.15,-7.29,0.01
384,-1.69,-7.09,0.01
385,0.31,-6.26,0.01
386,39.13,-5.59,0.01
387,-129.38,-6.65,0.01
388,45.37,-5.9,0.01
389,222.05,-3.67,0.01
390,16.79,-3.01,0.01
391,75.34,-1.65,0.01
392,-6.01,-1.62,0.01
393,-18.21,-1.66,0.01
394,-24.04,-1.74,0.01
395,-3.36,-1.76,0.01
396,225.64,0.41,0.01
397,66.26,1.3,0.01
398,-30.36,1.12,0.01
399,24.11,1.75,0.01
400,11.32,2.07,0.01
401,33.1,2.69,0.01
402,18.77,3.18,0.01
403,-78.95,2.68,0.01
404,12.27,2.91,0.01
405,-91.41,2.2,0.01
406,1.37,2.18,0.01
407,-28.91,2.17,0.01
408,-21.78,2.36,0.01
409,49.32,3.01,0.01
410,35.28,3.2,0.01
411,68.77,5.82,0.01
412,47.24,6.56,0.01
413,30.31,6.98,0.01
414,-83.39,6.61,0.01
415,-258.01,3.91,0.01
416,-7.31,3.95,0.01
417,56.35,4.55,0.01
418,46.97,5.19,0.01
419,122.52,6.54,0.01
420,108.92,7.95,0.01
421,236.69,9.95,0.01
422,1.49,10.5,0.01
423,13.84,11.06,0.01
424,17.61,11.26,0.01
425,109.19,12.14,0.01
426,59.25,13.29,0.01
427,-8.74,13.51,0.01
428,-200.34,11.56,0.01
429,10.16,10.76,0.01
430,-10.15,10.56,0.01
431,31.44,11.03,0.01
432,100.04,12.11,0.01
433,46.33,13.24,0.01
434,12.2,12.86,0.01
435,53.77,13.25,0.01
436,17.12,13.84,0.01
437,42.47,14.56,0.01
438,30.28,14.73,0.01
439,18.93,15.52,0.01
440,41.88,15.6,0.01
441,30.13,16.62,0.01
442,12.52,17.19,0.01
443,244.53,19.42,0.01
444,5.53,19.64,0.01
445,89.71,20.69,0.01
446,2.29,20.84,0.01
447,296.95,23.64,0.01
448,69.72,24.68,0.01
449,286.96,27.44,0.01
450,36.99,27.97,0.01
451,162.2,26.88,0.01
452,-68.48,26.06,0.01
453,22.72,26.51,0.01
454,37.21,27.26,0.01
455,58.75,27.74,0.01
456,5.96,28.33,0.01
457,69.71,29.04,0.01
458,44.37,29.52,0.01
459,59.95,29.75,0.01
460,58.36,30.06,0.01
461,20.0,30.64,0.01
462,71.32,31.79,0.01
463,47.91,32.35,0.01
464,25.37,32.62,0.01
465,69.85,33.52,0.01
466,2.5,33.48,0.01
467,55.23,34.01,0.01
468,201.37,33.75,0.01
469,43.16,33.98,0.01
470,59.06,34.86,0.01
471,40.56,35.0,0.01
472,-257.62,32.29,0.01
473,84.53,33.23,0.01
474,70.35,34.1,0.01
475,-213.64,31.85,0.01
476,-260.31,29.71,0.01
477,213.31,31.77,0.01
478,31.43,32.52,0.01
479,55.08,33.32,0.01
480,44.84,33.64,0.01
481,44.49,34.76,0.01
482,-30.78,31.84,0.01
483,-244.79,28.97,0.01
484,12.14,29.11,0.01
485,-5.95,29.05,0.01
486,31.96,28.98,0.01
487,44.52,30.72,0.01
488,3.81,30.3,0.01
489,66.65,28.75,0.01
490,31.0,28.89,0.01
491,29.66,28.43,0.01
492,-235.14,26.14,0.01
493,54.62,26.87,0.01
494,306.21,30.17,0.01
495,67.57,30.88,0.01
496,116.61,29.79,0.01
497,3.07,29.16,0.01
498,84.39,30.31,0.01
499,15.52,30.22,0.01
