fta params:,lower,upper,delta,eta
,-1,1,0.2,0.2
agent params:,gamma,epsilon,batch_size,n_actions,eps_end,input_dims,lr,seed
,0.99,1.0,4,0.01,8,0.0003,10
Performance logging begins:
Episode:,Score:,Average Score:,Epsilon:
0,-179.01,-179.01,1.0
1,-131.44,-155.23,0.99
2,-191.65,-167.37,0.99
3,-229.08,-182.8,0.98
4,-169.03,-180.04,0.98
5,-184.61,-180.81,0.97
6,-261.53,-192.34,0.97
7,-326.81,-209.15,0.97
8,-87.71,-195.65,0.96
9,-259.38,-202.03,0.96
10,-31.13,-186.49,0.95
11,-213.81,-188.77,0.95
12,-86.64,-180.91,0.94
13,-76.5,-173.45,0.94
14,-170.19,-173.24,0.94
15,-100.03,-168.66,0.93
16,-311.23,-177.05,0.92
17,-83.13,-171.83,0.92
18,-263.06,-176.63,0.91
19,-230.43,-179.32,0.91
20,-81.17,-174.65,0.9
21,-122.46,-172.28,0.9
22,-103.42,-169.28,0.89
23,-179.47,-169.71,0.89
24,-333.93,-176.27,0.88
25,-122.71,-174.21,0.88
26,15.59,-167.18,0.87
27,-118.25,-165.44,0.87
28,-91.98,-162.9,0.86
29,-62.86,-159.57,0.86
30,-162.78,-159.67,0.85
31,-166.64,-159.89,0.84
32,-164.22,-160.02,0.84
33,-105.49,-158.42,0.83
34,-127.5,-157.53,0.83
35,-88.24,-155.61,0.82
36,-76.74,-153.48,0.82
37,-184.66,-154.3,0.81
38,-138.39,-153.89,0.81
39,-75.64,-151.93,0.8
40,-61.63,-149.73,0.8
41,-97.74,-148.49,0.79
42,-118.69,-147.8,0.79
43,-86.81,-146.42,0.79
44,-94.77,-145.27,0.78
45,-78.2,-143.81,0.78
46,-87.14,-142.6,0.77
47,-20.16,-140.05,0.77
48,-114.89,-139.54,0.76
49,-246.58,-141.68,0.76
50,-101.37,-140.89,0.75
51,-115.89,-140.41,0.75
52,-361.9,-144.59,0.74
53,-78.58,-143.37,0.74
54,-59.39,-141.84,0.73
55,-30.27,-139.85,0.73
56,-72.47,-138.66,0.73
57,-93.07,-137.88,0.72
58,-80.76,-136.91,0.72
59,-82.76,-136.01,0.71
60,-100.89,-135.43,0.71
61,-7.8,-133.37,0.7
62,-127.36,-133.28,0.69
63,-96.88,-132.71,0.69
64,-43.46,-131.34,0.68
65,-47.35,-130.06,0.68
66,-61.65,-129.04,0.67
67,-59.67,-128.02,0.67
68,21.8,-125.85,0.66
69,-78.56,-125.18,0.66
70,-78.93,-124.52,0.65
71,-83.39,-123.95,0.64
72,-48.76,-122.92,0.64
73,-154.03,-123.34,0.63
74,-59.05,-122.49,0.62
75,45.5,-120.28,0.61
76,-104.01,-120.06,0.61
77,-91.63,-119.7,0.6
78,-67.81,-119.04,0.59
79,-55.29,-118.25,0.58
80,-88.81,-117.88,0.58
81,-8.65,-116.55,0.57
82,-49.9,-115.75,0.56
83,-90.7,-115.45,0.55
84,-86.46,-115.11,0.55
85,-38.98,-114.22,0.54
86,-126.34,-114.36,0.53
87,-63.05,-113.78,0.53
88,-63.99,-113.22,0.52
89,-70.4,-112.74,0.51
90,-56.19,-112.12,0.51
91,-61.03,-111.57,0.5
92,13.75,-110.22,0.49
93,-6.64,-109.12,0.48
94,-22.53,-108.21,0.48
95,-70.99,-107.82,0.47
96,-34.2,-107.06,0.46
97,-25.15,-106.22,0.45
98,-74.49,-105.9,0.45
99,-0.65,-104.85,0.44
100,-39.2,-103.45,0.44
101,-5.67,-102.19,0.43
102,26.26,-100.02,0.42
103,-46.72,-98.19,0.41
104,-286.32,-99.37,0.41
105,-11.42,-97.63,0.4
106,7.67,-94.94,0.39
107,-44.48,-92.12,0.39
108,-54.75,-91.79,0.38
109,-64.25,-89.84,0.37
110,-17.82,-89.7,0.36
111,12.6,-87.44,0.35
112,-33.87,-86.91,0.34
113,172.92,-84.42,0.32
114,0.09,-82.71,0.31
115,-43.65,-82.15,0.3
116,-16.04,-79.2,0.29
117,-10.07,-78.47,0.28
118,23.56,-75.6,0.27
119,-32.21,-73.62,0.26
120,-30.52,-73.11,0.26
121,-24.87,-72.14,0.24
122,-2.16,-71.13,0.23
123,-74.79,-70.08,0.22
124,-12.7,-66.87,0.2
125,14.76,-65.49,0.19
126,-245.02,-68.1,0.18
127,-1.08,-66.93,0.16
128,8.2,-65.92,0.15
129,14.52,-65.15,0.13
130,-125.6,-64.78,0.11
131,-70.35,-63.82,0.1
132,7.91,-62.09,0.09
133,-46.92,-61.51,0.07
134,-32.14,-60.55,0.06
135,-31.9,-59.99,0.04
136,-63.92,-59.86,0.01
137,8.84,-57.93,0.01
138,105.85,-55.49,0.01
139,2.67,-54.7,0.01
140,-1.39,-54.1,0.01
141,-52.71,-53.65,0.01
142,-25.17,-52.71,0.01
143,-29.23,-52.14,0.01
144,-88.86,-52.08,0.01
145,-44.09,-51.74,0.01
146,-24.84,-51.12,0.01
147,-92.46,-51.84,0.01
148,-60.61,-51.3,0.01
149,-84.38,-49.67,0.01
150,11.26,-48.55,0.01
151,-91.25,-48.3,0.01
152,-62.56,-45.31,0.01
153,-33.98,-44.86,0.01
154,-39.27,-44.66,0.01
155,39.06,-43.97,0.01
156,-20.87,-43.45,0.01
157,-60.35,-43.12,0.01
158,61.02,-41.71,0.01
159,-62.46,-41.5,0.01
160,-11.9,-40.61,0.01
161,-21.72,-40.75,0.01
162,-47.88,-39.96,0.01
163,-58.03,-39.57,0.01
164,-61.24,-39.75,0.01
165,-69.09,-39.96,0.01
166,-33.34,-39.68,0.01
167,-61.24,-39.7,0.01
168,-48.68,-40.4,0.01
169,-1.1,-39.63,0.01
170,-19.88,-39.04,0.01
171,-107.45,-39.28,0.01
172,-40.73,-39.2,0.01
173,-17.92,-37.84,0.01
174,-68.64,-37.93,0.01
175,-45.91,-38.85,0.01
176,-37.14,-38.18,0.01
177,-44.51,-37.71,0.01
178,-8.42,-37.11,0.01
179,-29.3,-36.85,0.01
180,-37.45,-36.34,0.01
181,-23.57,-36.49,0.01
