fta params:,lower,upper,delta,eta
,-1,1,0.15384615384615385,0.15384615384615385
agent params:,gamma,epsilon,batch_size,n_actions,eps_end,input_dims,lr,seed
,0.99,1.0,4,0.01,8,0.0003,10
Performance logging begins:
Episode:,Score:,Average Score:,Epsilon:
118,0.62,-77.05,0.26
119,1.93,-75.37,0.25
120,-111.6,-74.93,0.24
121,-12.44,-73.82,0.23
122,-8.24,-73.31,0.22
123,-40.68,-73.54,0.21
124,-30.31,-73.23,0.21
125,4.67,-71.84,0.2
126,36.45,-70.36,0.19
127,-31.62,-69.66,0.18
128,-19.67,-68.85,0.17
129,-3.72,-67.39,0.16
130,-74.43,-66.85,0.14
131,-5.56,-66.11,0.13
132,35.25,-64.89,0.12
133,2.96,-64.31,0.12
134,-54.71,-62.4,0.11
135,-19.48,-62.05,0.1
136,231.18,-58.42,0.08
137,-19.17,-57.98,0.07
138,84.71,-56.25,0.04
139,7.25,-55.41,0.04
140,44.32,-54.58,0.03
141,159.81,-53.1,0.01
142,16.52,-51.61,0.01
143,0.8,-50.77,0.01
144,-40.87,-50.16,0.01
145,-19.57,-49.57,0.01
146,-22.01,-48.68,0.01
147,-28.51,-48.01,0.01
148,-42.68,-47.23,0.01
149,-24.92,-46.58,0.01
150,-154.83,-47.17,0.01
151,-33.62,-46.2,0.01
152,44.77,-44.77,0.01
153,-71.55,-45.62,0.01
154,-37.66,-44.59,0.01
155,-20.96,-42.51,0.01
156,35.84,-41.38,0.01
157,-39.26,-41.17,0.01
158,-49.24,-39.9,0.01
159,67.07,-38.5,0.01
160,-26.7,-37.73,0.01
161,-30.32,-36.72,0.01
162,-32.58,-36.42,0.01
163,-10.13,-36.14,0.01
164,-41.55,-35.77,0.01
165,-18.4,-35.34,0.01
166,-33.87,-35.38,0.01
167,-53.05,-35.73,0.01
168,-10.06,-35.2,0.01
169,28.89,-32.67,0.01
170,-57.68,-32.52,0.01
171,22.07,-31.67,0.01
172,15.57,-30.66,0.01
173,-73.36,-30.53,0.01
174,-815.88,-38.23,0.01
175,-25.83,-38.41,0.01
176,-89.02,-39.01,0.01
177,-19.87,-38.28,0.01
178,-37.75,-37.25,0.01
179,40.84,-36.16,0.01
180,-12.15,-35.83,0.01
181,3.12,-33.83,0.01
182,-12.72,-33.47,0.01
183,-41.23,-30.43,0.01
184,-32.59,-29.68,0.01
185,-94.36,-30.25,0.01
186,-49.53,-30.0,0.01
187,7.11,-29.44,0.01
188,-51.11,-29.36,0.01
189,-35.02,-29.47,0.01
190,-5.59,-29.03,0.01
191,-61.6,-28.78,0.01
192,18.67,-29.03,0.01
193,8.13,-28.01,0.01
194,-20.26,-27.84,0.01
195,-18.28,-26.23,0.01
196,-79.31,-26.44,0.01
197,-43.5,-26.01,0.01
198,-42.26,-26.39,0.01
199,-28.74,-27.9,0.01
200,-57.14,-28.09,0.01
201,2.64,-27.74,0.01
202,-58.47,-27.24,0.01
203,-10.95,-26.85,0.01
204,0.44,-26.69,0.01
205,-60.18,-27.08,0.01
206,-48.89,-27.32,0.01
207,-60.09,-26.96,0.01
208,-0.93,-26.62,0.01
209,-15.73,-25.87,0.01
210,6.2,-26.02,0.01
211,-64.36,-26.5,0.01
212,-4.81,-25.94,0.01
213,-41.63,-25.85,0.01
214,-55.65,-26.36,0.01
215,3.26,-26.01,0.01
216,13.22,-25.54,0.01
217,-28.38,-25.85,0.01
218,-41.83,-26.27,0.01
219,43.37,-25.86,0.01
220,-27.8,-25.02,0.01
221,3.74,-24.86,0.01
222,-57.74,-25.35,0.01
223,-49.71,-25.44,0.01
224,-7.07,-25.21,0.01
225,14.76,-25.11,0.01
226,-69.62,-26.17,0.01
227,-90.56,-26.76,0.01
228,-16.18,-26.72,0.01
229,-36.71,-27.05,0.01
230,-57.42,-26.88,0.01
231,-43.02,-27.26,0.01
232,-38.87,-28.0,0.01
233,9.61,-27.93,0.01
234,-18.94,-27.57,0.01
235,-29.78,-27.68,0.01
236,-52.14,-30.51,0.01
237,-34.67,-30.67,0.01
238,-61.9,-32.13,0.01
239,-15.9,-32.36,0.01
240,10.96,-32.7,0.01
241,-70.11,-35.0,0.01
242,-28.54,-35.45,0.01
243,-0.12,-35.46,0.01
244,-12.27,-35.17,0.01
245,-10.97,-35.08,0.01
246,-44.58,-35.31,0.01
247,-51.49,-35.54,0.01
248,-77.76,-35.89,0.01
249,-56.83,-36.21,0.01
250,-37.59,-35.04,0.01
251,-16.83,-34.87,0.01
252,-4.22,-35.36,0.01
253,-31.25,-34.96,0.01
254,-58.77,-35.17,0.01
255,18.04,-34.78,0.01
256,-29.07,-35.43,0.01
257,-11.79,-35.15,0.01
258,-24.22,-34.9,0.01
259,-9.89,-35.67,0.01
260,4.82,-35.36,0.01
261,-11.43,-35.17,0.01
262,-24.21,-35.08,0.01
263,-29.67,-35.28,0.01
264,-30.56,-35.17,0.01
265,-32.37,-35.31,0.01
266,-42.03,-35.39,0.01
267,-38.98,-35.25,0.01
268,11.55,-35.03,0.01
269,-17.2,-35.49,0.01
270,-40.05,-35.32,0.01
271,-3.84,-35.58,0.01
272,26.12,-35.47,0.01
273,-17.41,-34.91,0.01
274,-10.73,-26.86,0.01
275,-10.46,-26.71,0.01
276,-41.69,-26.23,0.01
277,-20.01,-26.23,0.01
278,-6.28,-25.92,0.01
279,-12.21,-26.45,0.01
280,-43.08,-26.76,0.01
281,34.68,-26.44,0.01
282,-24.94,-26.57,0.01
283,-84.13,-27.0,0.01
284,-33.62,-27.01,0.01
285,39.25,-25.67,0.01
286,-10.13,-25.28,0.01
287,-16.3,-25.51,0.01
288,-71.01,-25.71,0.01
289,-27.97,-25.64,0.01
290,-46.75,-26.05,0.01
291,12.51,-25.31,0.01
292,-21.27,-25.71,0.01
293,-30.35,-26.09,0.01
294,3.67,-25.85,0.01
295,7.65,-25.59,0.01
296,-37.59,-25.18,0.01
297,-6.9,-24.81,0.01
298,-26.93,-24.66,0.01
299,21.12,-24.16,0.01
300,32.9,-23.26,0.01
301,-9.71,-23.38,0.01
302,-28.7,-23.08,0.01
303,-32.75,-23.3,0.01
304,18.32,-23.12,0.01
305,-62.3,-23.14,0.01
306,-25.01,-22.91,0.01
307,23.5,-22.07,0.01
308,-25.55,-22.32,0.01
309,-44.31,-22.6,0.01
310,35.09,-22.31,0.01
311,-24.04,-21.91,0.01
312,-13.15,-21.99,0.01
313,-39.77,-21.97,0.01
314,-11.93,-21.54,0.01
315,1.74,-21.55,0.01
316,24.18,-21.44,0.01
317,-1.59,-21.18,0.01
318,-10.18,-20.86,0.01
319,24.52,-21.05,0.01
320,-11.63,-20.89,0.01
321,-2.65,-20.95,0.01
322,10.13,-20.27,0.01
323,2.51,-19.75,0.01
324,2.08,-19.66,0.01
325,35.83,-19.45,0.01
326,32.92,-18.42,0.01
327,48.22,-17.03,0.01
328,-28.51,-17.16,0.01
329,17.32,-16.62,0.01
330,8.17,-15.96,0.01
331,27.52,-15.25,0.01
332,44.12,-14.42,0.01
333,-12.84,-14.65,0.01
334,42.64,-14.03,0.01
335,3.73,-13.7,0.01
336,33.15,-12.85,0.01
337,-41.12,-12.91,0.01
338,39.87,-11.89,0.01
339,4.69,-11.69,0.01
340,-10.15,-11.9,0.01
341,-4.95,-11.25,0.01
342,40.85,-10.55,0.01
343,13.42,-10.42,0.01
344,9.43,-10.2,0.01
345,-22.44,-10.31,0.01
346,9.13,-9.78,0.01
347,46.21,-8.8,0.01
348,47.56,-7.55,0.01
349,44.28,-6.54,0.01
350,-1.37,-6.17,0.01
351,40.71,-5.6,0.01
352,39.98,-5.16,0.01
353,32.32,-4.52,0.01
354,-4.11,-3.97,0.01
355,-10.33,-4.26,0.01
356,55.07,-3.42,0.01
357,53.66,-2.76,0.01
358,148.51,-1.03,0.01
359,47.3,-0.46,0.01
360,11.06,-0.4,0.01
361,4.72,-0.24,0.01
362,-17.34,-0.17,0.01
363,29.97,0.43,0.01
364,4.94,0.78,0.01
365,24.98,1.35,0.01
366,36.06,2.14,0.01
367,53.54,3.06,0.01
368,17.46,3.12,0.01
369,3.49,3.33,0.01
370,39.56,4.12,0.01
371,33.71,4.5,0.01
372,28.3,4.52,0.01
373,15.5,4.85,0.01
374,21.7,5.17,0.01
375,62.45,5.9,0.01
376,-101.5,5.3,0.01
377,40.09,5.91,0.01
378,6.91,6.04,0.01
379,16.9,6.33,0.01
380,31.84,7.08,0.01
381,27.66,7.01,0.01
382,71.41,7.97,0.01
383,56.03,9.37,0.01
384,58.86,10.3,0.01
385,65.67,10.56,0.01
386,60.2,11.27,0.01
387,67.02,12.1,0.01
388,207.48,14.88,0.01
389,32.16,15.48,0.01
390,39.61,16.35,0.01
391,-5.63,16.17,0.01
392,15.83,16.54,0.01
393,-3.03,16.81,0.01
394,-78.33,15.99,0.01
395,62.07,16.54,0.01
396,21.48,17.13,0.01
397,61.43,17.81,0.01
398,62.61,18.7,0.01
399,49.36,18.99,0.01
400,43.29,19.09,0.01
401,49.81,19.69,0.01
402,69.79,20.67,0.01
403,22.37,21.22,0.01
404,1.27,21.05,0.01
405,24.44,21.92,0.01
406,-20.76,21.96,0.01
407,55.33,22.28,0.01
408,59.32,23.13,0.01
409,46.51,24.04,0.01
410,24.65,23.93,0.01
411,51.83,24.69,0.01
412,72.08,25.54,0.01
413,55.98,26.5,0.01
414,50.48,27.12,0.01
415,36.18,27.47,0.01
416,8.94,27.32,0.01
417,237.05,29.7,0.01
418,52.35,30.33,0.01
419,35.36,30.44,0.01
420,35.88,30.91,0.01
421,-1.99,30.92,0.01
422,39.21,31.21,0.01
423,46.83,31.65,0.01
424,-47.45,31.16,0.01
425,43.38,31.23,0.01
426,52.4,31.43,0.01
427,78.99,31.74,0.01
428,-51.28,31.51,0.01
429,22.76,31.56,0.01
430,-10.28,31.38,0.01
431,85.63,31.96,0.01
432,61.4,32.13,0.01
433,36.18,32.62,0.01
434,88.15,33.08,0.01
435,63.12,33.67,0.01
436,53.03,33.87,0.01
437,24.37,34.52,0.01
438,41.64,34.54,0.01
439,22.42,34.72,0.01
440,27.86,35.1,0.01
441,50.29,35.65,0.01
442,43.07,35.67,0.01
443,53.59,36.08,0.01
444,73.07,36.71,0.01
445,26.35,37.2,0.01
446,-12.39,36.99,0.01
447,174.25,38.27,0.01
448,49.36,38.28,0.01
449,75.6,38.6,0.01
450,80.42,39.41,0.01
451,0.14,39.01,0.01
452,49.35,39.1,0.01
453,22.59,39.01,0.01
454,22.98,39.28,0.01
455,78.74,40.17,0.01
456,72.57,40.34,0.01
457,30.1,40.11,0.01
458,64.11,39.26,0.01
459,72.9,39.52,0.01
460,36.85,39.78,0.01
461,67.17,40.4,0.01
462,11.61,40.69,0.01
463,60.34,40.99,0.01
464,63.16,41.58,0.01
465,-65.16,40.67,0.01
466,70.61,41.02,0.01
467,-35.3,40.13,0.01
468,-3.9,39.92,0.01
469,-16.82,39.72,0.01
470,85.44,40.17,0.01
471,59.25,40.43,0.01
472,-24.15,39.91,0.01
473,-1.09,39.74,0.01
474,78.66,40.31,0.01
475,46.38,40.15,0.01
476,90.55,42.07,0.01
477,72.14,42.39,0.01
478,49.15,42.81,0.01
479,60.5,43.25,0.01
480,69.62,43.63,0.01
481,67.28,44.02,0.01
482,58.92,43.9,0.01
483,53.67,43.87,0.01
484,-24.94,43.04,0.01
485,47.25,42.85,0.01
486,51.99,42.77,0.01
487,23.01,42.33,0.01
488,19.62,40.45,0.01
489,22.51,40.35,0.01
490,65.39,40.61,0.01
491,34.64,41.01,0.01
492,70.14,41.56,0.01
493,45.95,42.05,0.01
494,18.69,43.02,0.01
495,13.83,42.53,0.01
496,207.31,44.39,0.01
497,80.27,44.58,0.01
498,50.27,44.46,0.01
499,56.93,44.53,0.01
