fta params:,lower,upper,delta,eta
,-2,2,0.4,0.4
agent params:,gamma,epsilon,batch_size,n_actions,eps_end,input_dims,lr,seed
,0.99,1.0,4,0.01,8,0.0003,10
Performance logging begins:
Episode:,Score:,Average Score:,Epsilon:
0,-93.12,-93.12,1.0
1,-200.27,-146.69,0.99
2,-30.46,-107.95,0.99
3,-237.67,-140.38,0.99
4,-118.03,-135.91,0.98
5,-180.44,-143.33,0.97
6,-178.59,-148.37,0.97
7,-90.4,-141.12,0.97
8,-111.52,-137.83,0.96
9,-94.66,-133.52,0.96
10,-126.97,-132.92,0.95
11,-416.01,-156.51,0.95
12,-89.03,-151.32,0.94
13,-139.73,-150.49,0.94
14,-118.73,-148.38,0.93
15,-112.85,-146.16,0.93
16,-123.65,-144.83,0.92
17,-130.83,-144.05,0.92
18,-132.1,-143.42,0.92
19,-185.16,-145.51,0.91
20,-282.56,-152.04,0.91
21,-271.61,-157.47,0.9
22,-182.03,-158.54,0.89
23,-299.7,-164.42,0.89
24,-213.43,-166.38,0.88
25,-99.85,-163.82,0.88
26,-75.3,-160.54,0.87
27,-263.89,-164.24,0.87
28,-163.41,-164.21,0.86
29,-85.33,-161.58,0.86
30,-119.52,-160.22,0.86
31,-182.68,-160.92,0.85
32,19.68,-155.45,0.85
33,-237.76,-157.87,0.84
34,-104.84,-156.36,0.83
35,-50.24,-153.41,0.83
36,-188.87,-154.37,0.83
37,-108.65,-153.16,0.82
38,-54.51,-150.63,0.82
39,-113.91,-149.72,0.81
40,-49.18,-147.26,0.81
41,-52.42,-145.01,0.8
42,-147.87,-145.07,0.8
43,-176.87,-145.79,0.79
44,-45.7,-143.57,0.79
45,-67.62,-141.92,0.78
46,-284.02,-144.94,0.78
47,-244.32,-147.01,0.77
48,-146.98,-147.01,0.76
49,-602.58,-156.12,0.76
50,-162.65,-156.25,0.76
51,-61.38,-154.43,0.75
52,-247.32,-156.18,0.74
53,-154.21,-156.14,0.74
54,-136.93,-155.79,0.73
55,-122.17,-155.19,0.73
56,-118.93,-154.56,0.72
57,-109.68,-153.78,0.72
58,-95.93,-152.8,0.71
59,-99.3,-151.91,0.71
60,-151.69,-151.91,0.7
61,-142.22,-151.75,0.69
62,-162.72,-151.93,0.69
63,-118.99,-151.41,0.68
64,-85.72,-150.4,0.68
65,-40.48,-148.74,0.68
66,-62.88,-147.45,0.67
67,-71.3,-146.33,0.66
68,-34.44,-144.71,0.66
69,-41.16,-143.23,0.65
70,-56.66,-142.01,0.65
71,-61.29,-140.89,0.64
72,-195.79,-141.64,0.64
73,-99.62,-141.08,0.63
74,-20.79,-139.47,0.62
75,-188.13,-140.11,0.62
76,-230.9,-141.29,0.6
77,-87.55,-140.6,0.6
78,-315.26,-142.81,0.59
79,-107.88,-142.38,0.59
80,-47.99,-141.21,0.58
81,-59.75,-140.22,0.58
82,-243.22,-141.46,0.57
83,-96.75,-140.93,0.56
84,74.83,-138.39,0.53
85,-97.87,-137.92,0.53
86,-52.9,-136.94,0.52
87,-83.39,-136.33,0.52
88,-113.7,-136.08,0.51
89,-21.33,-134.8,0.5
90,-2.67,-133.35,0.5
91,-229.86,-134.4,0.48
92,-71.73,-133.73,0.47
93,29.81,-131.99,0.47
94,-63.47,-131.27,0.46
95,-57.76,-130.5,0.45
96,-27.0,-129.43,0.44
97,-63.33,-128.76,0.44
98,-90.13,-128.37,0.43
99,-129.83,-128.38,0.42
100,-83.99,-128.29,0.41
101,-35.37,-126.64,0.4
102,-42.43,-126.76,0.39
103,-25.58,-124.64,0.39
104,-15.19,-123.61,0.38
105,-66.43,-122.47,0.36
106,-60.99,-121.3,0.35
107,45.06,-119.94,0.34
108,-46.57,-119.29,0.32
109,-83.76,-119.18,0.31
110,-41.25,-118.33,0.29
111,-74.51,-114.91,0.28
112,-284.59,-116.87,0.26
113,-33.8,-115.81,0.25
114,-93.54,-115.56,0.24
115,-10.86,-114.54,0.22
116,39.11,-112.91,0.21
117,-59.3,-112.19,0.2
118,-72.76,-111.6,0.19
