fta params:,lower,upper,delta,eta
,-0.25,0.25,0.038461538461538464,0.038461538461538464
agent params:,gamma,epsilon,batch_size,n_actions,eps_end,input_dims,lr,seed
,0.99,1.0,4,0.01,8,0.0003,20
Performance logging begins:
Episode:,Score:,Average Score:,Epsilon:
137,-47.45,-73.28,0.12
138,-227.43,-75.0,0.11
139,-85.34,-75.47,0.08
140,-50.7,-74.83,0.08
141,-71.12,-74.69,0.05
142,-45.55,-73.97,0.04
143,-32.07,-73.78,0.02
144,-87.69,-72.47,0.01
145,-47.72,-70.05,0.01
146,0.77,-69.33,0.01
147,-60.91,-69.07,0.01
148,-31.48,-68.53,0.01
149,-130.2,-69.22,0.01
150,-29.06,-68.91,0.01
151,-57.59,-67.43,0.01
152,-42.17,-66.63,0.01
153,-42.98,-65.14,0.01
154,-38.29,-64.69,0.01
155,-41.98,-64.69,0.01
156,-83.01,-63.98,0.01
157,-37.84,-63.75,0.01
158,-69.26,-63.34,0.01
159,-36.01,-63.07,0.01
160,-104.18,-63.02,0.01
161,-118.46,-63.31,0.01
162,-62.06,-62.09,0.01
163,-164.58,-63.22,0.01
164,-66.56,-61.14,0.01
165,-0.84,-60.1,0.01
166,-50.2,-59.6,0.01
167,-24.45,-58.51,0.01
168,-44.82,-58.51,0.01
169,-70.53,-58.44,0.01
170,-51.67,-58.16,0.01
171,-44.32,-57.28,0.01
172,-46.67,-57.2,0.01
173,3.47,-56.15,0.01
174,-78.22,-56.24,0.01
175,-62.03,-55.39,0.01
176,-32.03,-52.72,0.01
177,-33.85,-52.35,0.01
178,-8.26,-52.17,0.01
179,-35.28,-52.15,0.01
180,-56.04,-52.07,0.01
181,-53.16,-51.62,0.01
182,0.28,-50.78,0.01
183,-30.41,-50.57,0.01
184,-8.94,-50.2,0.01
185,-51.78,-49.97,0.01
186,-63.53,-51.4,0.01
187,-52.68,-51.09,0.01
188,-56.51,-51.39,0.01
189,-13.75,-51.43,0.01
190,-40.15,-51.17,0.01
191,-272.43,-53.65,0.01
192,-47.16,-52.62,0.01
193,-95.84,-52.99,0.01
194,-43.73,-53.47,0.01
195,-41.71,-52.02,0.01
196,-46.88,-52.33,0.01
197,-21.27,-52.16,0.01
198,18.7,-51.46,0.01
199,-22.95,-51.3,0.01
200,-56.12,-51.49,0.01
201,-89.23,-51.93,0.01
202,-67.45,-52.14,0.01
203,-66.18,-52.42,0.01
204,-41.25,-52.14,0.01
205,-70.66,-52.51,0.01
206,-97.57,-52.59,0.01
207,-47.89,-52.21,0.01
208,-42.63,-51.7,0.01
209,-47.51,-51.01,0.01
210,-39.25,-51.02,0.01
211,-65.0,-51.01,0.01
212,-9.6,-50.73,0.01
213,-84.94,-51.8,0.01
214,-20.53,-51.81,0.01
215,-62.54,-51.93,0.01
216,-52.2,-52.38,0.01
217,-25.22,-51.85,0.01
218,-61.65,-52.57,0.01
219,-69.68,-53.11,0.01
220,-16.74,-52.34,0.01
221,-22.29,-51.57,0.01
222,-49.84,-51.08,0.01
223,-46.68,-51.47,0.01
224,-18.65,-51.75,0.01
225,-19.12,-51.97,0.01
226,-40.1,-51.82,0.01
227,-40.89,-52.1,0.01
228,-45.39,-52.16,0.01
229,-10.52,-52.16,0.01
230,-38.02,-52.54,0.01
231,-4.74,-52.53,0.01
232,-15.12,-52.05,0.01
233,-52.36,-51.6,0.01
234,-25.41,-51.61,0.01
235,-54.97,-51.77,0.01
236,-23.39,-51.32,0.01
237,-32.3,-51.17,0.01
238,-39.46,-49.29,0.01
239,-58.56,-49.02,0.01
240,-60.58,-49.12,0.01
241,-56.5,-48.97,0.01
242,-77.27,-49.29,0.01
243,-82.12,-49.79,0.01
244,-57.61,-49.49,0.01
245,-47.86,-49.49,0.01
246,-43.48,-49.93,0.01
247,-52.96,-49.85,0.01
248,-58.98,-50.13,0.01
249,-30.63,-49.13,0.01
250,-56.04,-49.4,0.01
251,-42.2,-49.25,0.01
252,-31.77,-49.15,0.01
253,-30.52,-49.02,0.01
254,-54.36,-49.18,0.01
255,-16.03,-48.92,0.01
256,-34.4,-48.44,0.01
257,-78.88,-48.85,0.01
258,-15.98,-48.31,0.01
259,-31.15,-48.26,0.01
260,-18.62,-47.41,0.01
261,2.22,-46.2,0.01
262,-136.22,-46.94,0.01
263,-53.66,-45.83,0.01
264,-66.85,-45.84,0.01
265,-0.78,-45.84,0.01
266,-12.33,-45.46,0.01
267,-22.83,-45.44,0.01
268,-17.14,-45.17,0.01
269,34.34,-44.12,0.01
270,-27.51,-43.87,0.01
271,-67.38,-44.11,0.01
272,-86.87,-44.51,0.01
273,-12.72,-44.67,0.01
274,-49.94,-44.39,0.01
275,73.55,-43.03,0.01
276,-1.96,-42.73,0.01
277,-38.88,-42.78,0.01
278,-67.22,-43.37,0.01
279,-77.36,-43.79,0.01
280,-1.02,-43.24,0.01
281,-34.09,-43.05,0.01
282,-5.65,-43.11,0.01
283,-30.87,-43.11,0.01
284,-25.89,-43.28,0.01
285,-94.43,-43.71,0.01
286,-64.81,-43.72,0.01
287,-27.23,-43.47,0.01
288,-45.65,-43.36,0.01
289,23.15,-42.99,0.01
290,-121.06,-43.8,0.01
291,-70.38,-41.78,0.01
292,-23.47,-41.54,0.01
293,-2.46,-40.61,0.01
294,-70.4,-40.88,0.01
295,-25.08,-40.71,0.01
296,-149.64,-41.74,0.01
297,-53.23,-42.06,0.01
298,-70.17,-42.94,0.01
299,-35.41,-43.07,0.01
300,-105.83,-43.57,0.01
301,-58.57,-43.26,0.01
302,16.02,-42.43,0.01
303,3.31,-41.73,0.01
304,-43.34,-41.75,0.01
305,-48.75,-41.53,0.01
306,-20.67,-40.76,0.01
307,-80.24,-41.09,0.01
308,-52.65,-41.19,0.01
309,-16.55,-40.88,0.01
310,-39.87,-40.88,0.01
311,-31.31,-40.55,0.01
312,-67.98,-41.13,0.01
313,-24.36,-40.52,0.01
314,-73.87,-41.06,0.01
315,-80.59,-41.24,0.01
316,-275.57,-43.47,0.01
317,-45.75,-43.68,0.01
318,-60.69,-43.67,0.01
319,-55.56,-43.53,0.01
320,-56.02,-43.92,0.01
321,-127.19,-44.97,0.01
322,-23.68,-44.71,0.01
323,-30.18,-44.54,0.01
324,-27.24,-44.63,0.01
325,-21.02,-44.65,0.01
326,-24.52,-44.49,0.01
327,-40.52,-44.49,0.01
328,-10.83,-44.14,0.01
329,-39.82,-44.43,0.01
330,6.61,-43.99,0.01
331,-36.12,-44.3,0.01
332,-28.91,-44.44,0.01
333,-15.92,-44.08,0.01
334,-60.97,-44.43,0.01
335,-3.34,-43.91,0.01
336,-21.54,-43.9,0.01
337,-4.09,-43.61,0.01
338,-28.17,-43.5,0.01
339,-8.31,-43.0,0.01
340,-69.37,-43.09,0.01
341,2.62,-42.5,0.01
342,-54.74,-42.27,0.01
343,-28.64,-41.74,0.01
344,-6.72,-41.23,0.01
345,-14.52,-40.89,0.01
346,-3.73,-40.5,0.01
347,-16.21,-40.13,0.01
348,-4.33,-39.58,0.01
349,22.69,-39.05,0.01
350,-29.97,-38.79,0.01
351,-130.49,-39.67,0.01
352,-26.68,-39.62,0.01
353,-17.45,-39.49,0.01
354,-4.4,-38.99,0.01
355,-14.92,-38.98,0.01
356,-21.88,-38.85,0.01
357,21.82,-37.85,0.01
358,-45.78,-38.14,0.01
359,-55.17,-38.38,0.01
360,-63.79,-38.84,0.01
361,-19.23,-39.05,0.01
362,-70.24,-38.39,0.01
363,37.78,-37.48,0.01
364,-41.69,-37.22,0.01
365,-40.44,-37.62,0.01
366,-41.72,-37.91,0.01
367,-16.49,-37.85,0.01
368,-15.31,-37.83,0.01
369,-14.37,-38.32,0.01
370,-15.13,-38.2,0.01
371,-66.79,-38.19,0.01
372,-47.53,-37.8,0.01
373,-8.94,-37.76,0.01
374,-27.43,-37.53,0.01
375,13.63,-38.13,0.01
376,-17.37,-38.29,0.01
377,-18.79,-38.09,0.01
378,-94.44,-38.36,0.01
379,71.33,-36.87,0.01
380,-202.45,-38.89,0.01
381,-75.96,-39.31,0.01
382,14.32,-39.11,0.01
383,-14.29,-38.94,0.01
384,-40.83,-39.09,0.01
385,-25.81,-38.4,0.01
386,-60.97,-38.36,0.01
387,-46.77,-38.56,0.01
388,-36.22,-38.47,0.01
389,-31.5,-39.01,0.01
390,-15.39,-37.96,0.01
391,-27.38,-37.53,0.01
392,30.03,-36.99,0.01
393,15.63,-36.81,0.01
394,3.48,-36.07,0.01
395,-11.49,-35.93,0.01
396,-87.08,-35.31,0.01
397,-37.99,-35.16,0.01
398,-1.33,-34.47,0.01
399,-55.11,-34.67,0.01
400,29.84,-33.31,0.01
401,-12.09,-32.84,0.01
402,3.51,-32.97,0.01
403,4.43,-32.96,0.01
404,-24.63,-32.77,0.01
405,-81.49,-33.1,0.01
406,-11.48,-33.01,0.01
407,-15.47,-32.36,0.01
408,-50.2,-32.33,0.01
409,9.28,-32.08,0.01
410,-22.5,-31.9,0.01
411,-13.99,-31.73,0.01
412,-7.68,-31.13,0.01
413,-38.77,-31.27,0.01
414,9.27,-30.44,0.01
415,7.89,-29.55,0.01
416,-40.37,-27.2,0.01
417,16.26,-26.58,0.01
418,5.17,-25.92,0.01
419,-11.31,-25.48,0.01
420,-31.6,-25.24,0.01
421,-32.17,-24.29,0.01
422,20.67,-23.84,0.01
423,55.82,-22.98,0.01
424,-47.49,-23.19,0.01
425,-65.65,-23.63,0.01
426,-104.37,-24.43,0.01
427,18.18,-23.84,0.01
428,-48.51,-24.22,0.01
429,59.87,-23.22,0.01
430,-1.04,-23.3,0.01
431,-36.57,-23.3,0.01
432,10.49,-22.91,0.01
433,26.67,-22.48,0.01
434,-33.21,-22.21,0.01
435,17.12,-22.0,0.01
436,-34.57,-22.13,0.01
437,16.24,-21.93,0.01
438,-42.75,-22.07,0.01
439,-3.04,-22.02,0.01
440,10.14,-21.23,0.01
441,-33.59,-21.59,0.01
442,9.87,-20.94,0.01
443,5.27,-20.6,0.01
444,-34.34,-20.88,0.01
445,6.98,-20.66,0.01
446,-4.64,-20.67,0.01
447,-307.89,-23.59,0.01
448,-8.46,-23.63,0.01
449,-19.04,-24.05,0.01
450,-43.12,-24.18,0.01
451,-32.05,-23.2,0.01
452,-0.52,-22.94,0.01
453,-4.73,-22.81,0.01
454,18.75,-22.58,0.01
455,-52.88,-22.96,0.01
456,-7.33,-22.81,0.01
457,-43.47,-23.46,0.01
458,8.47,-22.92,0.01
459,-41.92,-22.79,0.01
460,31.77,-21.83,0.01
461,-9.27,-21.73,0.01
462,12.36,-20.91,0.01
463,-16.52,-21.45,0.01
464,6.29,-20.97,0.01
465,-465.0,-25.22,0.01
466,-11.45,-24.91,0.01
467,-10.85,-24.86,0.01
468,47.12,-24.23,0.01
469,44.65,-23.64,0.01
470,-36.84,-23.86,0.01
471,-30.29,-23.49,0.01
472,37.82,-22.64,0.01
473,-197.07,-24.52,0.01
474,-2.79,-24.28,0.01
475,-49.76,-24.91,0.01
476,4.89,-24.69,0.01
477,-13.34,-24.63,0.01
478,8.19,-23.61,0.01
479,17.77,-24.14,0.01
480,30.0,-21.82,0.01
481,-22.6,-21.28,0.01
482,-10.79,-21.54,0.01
483,-1.09,-21.4,0.01
484,-3.07,-21.03,0.01
485,-56.92,-21.34,0.01
486,30.68,-20.42,0.01
487,26.49,-19.69,0.01
488,-40.87,-19.73,0.01
489,-23.85,-19.66,0.01
490,66.94,-18.83,0.01
491,-116.47,-19.72,0.01
492,8.19,-19.94,0.01
493,-22.51,-20.32,0.01
494,-2.08,-20.38,0.01
495,-28.22,-20.55,0.01
496,40.09,-19.28,0.01
497,-5.27,-18.95,0.01
498,22.8,-18.71,0.01
499,29.8,-17.86,0.01
