fta params:,lower,upper,delta,eta
,-2,2,0.3076923076923077,0.3076923076923077
agent params:,gamma,epsilon,batch_size,n_actions,eps_end,input_dims,lr,seed
,0.99,1.0,4,0.01,8,0.0003,40
Performance logging begins:
Episode:,Score:,Average Score:,Epsilon:
0,-298.42,-298.42,1.0
1,-87.71,-193.07,1.0
2,-80.44,-155.52,0.99
3,-390.22,-214.2,0.98
4,-61.0,-183.56,0.98
5,-120.57,-173.06,0.98
6,-96.68,-162.15,0.97
7,-145.89,-160.12,0.97
8,-125.4,-156.26,0.96
9,-93.51,-149.98,0.96
10,-118.7,-147.14,0.96
11,-111.76,-144.19,0.95
12,-71.38,-138.59,0.95
13,-141.99,-138.83,0.94
14,-90.51,-135.61,0.94
15,-49.16,-130.21,0.93
16,-108.31,-128.92,0.93
17,-112.35,-128.0,0.93
18,-262.83,-135.1,0.92
19,-224.74,-139.58,0.91
20,-132.59,-139.25,0.91
21,-152.2,-139.84,0.91
22,-330.41,-148.12,0.9
23,-107.32,-146.42,0.9
24,-118.89,-145.32,0.89
25,-102.95,-143.69,0.89
26,-200.68,-145.8,0.88
27,-178.05,-146.95,0.88
28,-92.37,-145.07,0.87
29,-119.7,-144.22,0.87
30,-67.23,-141.74,0.86
31,-190.31,-143.26,0.86
32,-99.82,-141.94,0.85
33,-74.38,-139.96,0.85
34,-79.62,-138.23,0.84
35,-135.78,-138.16,0.84
36,-53.19,-135.87,0.83
37,-74.23,-134.24,0.83
38,-79.32,-132.84,0.82
39,-26.75,-130.18,0.82
40,-141.23,-130.45,0.81
41,-57.22,-128.71,0.81
42,-168.71,-129.64,0.8
43,-53.65,-127.91,0.8
44,-114.73,-127.62,0.79
45,-95.68,-126.93,0.79
46,-110.5,-126.58,0.78
47,-93.3,-125.88,0.78
48,-135.55,-126.08,0.77
49,-104.94,-125.66,0.77
50,-70.12,-124.57,0.76
51,-133.19,-124.73,0.76
52,-52.59,-123.37,0.75
53,-103.43,-123.0,0.75
54,-111.69,-122.8,0.74
55,-56.16,-121.61,0.74
56,-78.68,-120.86,0.73
57,-115.14,-120.76,0.73
58,-83.5,-120.13,0.72
59,-315.81,-123.39,0.72
60,-218.82,-124.95,0.71
61,-62.72,-123.95,0.71
62,-88.26,-123.38,0.7
63,-129.78,-123.48,0.69
64,-86.13,-122.91,0.69
65,-65.58,-122.04,0.68
66,-40.14,-120.82,0.68
67,-107.55,-120.62,0.68
68,-101.04,-120.34,0.67
69,-61.17,-119.49,0.67
70,-228.2,-121.02,0.66
71,-228.61,-122.52,0.65
72,-198.71,-123.56,0.65
73,-69.53,-122.83,0.64
74,-74.84,-122.19,0.63
75,-54.85,-121.3,0.63
76,-69.61,-120.63,0.62
77,-47.81,-119.7,0.62
78,-271.5,-121.62,0.61
79,-44.45,-120.66,0.61
80,-105.88,-120.47,0.6
81,-67.29,-119.83,0.59
82,-39.31,-118.86,0.58
83,-40.46,-117.92,0.58
84,-52.79,-117.16,0.57
85,-55.83,-116.44,0.56
86,-53.65,-115.72,0.56
87,-53.07,-115.01,0.55
88,-32.06,-114.08,0.55
89,-46.28,-113.32,0.54
90,-4.66,-112.13,0.53
91,-45.67,-111.41,0.53
92,-79.77,-111.07,0.52
93,-7.11,-109.96,0.51
94,-21.28,-109.03,0.51
95,-43.46,-108.34,0.5
96,-172.45,-109.01,0.5
97,-59.83,-108.5,0.49
98,-54.72,-107.96,0.48
99,-37.96,-107.26,0.48
100,-61.4,-104.89,0.47
101,-39.17,-104.4,0.47
102,-54.33,-104.14,0.46
103,-41.32,-100.65,0.45
104,-47.52,-100.52,0.45
105,-16.72,-99.48,0.44
106,-47.73,-98.99,0.43
107,-110.97,-98.64,0.42
108,-48.4,-97.87,0.41
109,-36.23,-97.3,0.4
110,-51.55,-96.63,0.39
111,-12.13,-95.63,0.38
112,-37.8,-95.3,0.38
113,-3.04,-93.91,0.37
114,-14.83,-93.15,0.36
115,-115.18,-93.81,0.35
116,-14.59,-92.87,0.34
117,-56.11,-92.31,0.34
118,-26.4,-89.95,0.33
119,32.47,-87.37,0.32
120,-18.75,-86.24,0.31
121,7.08,-84.64,0.3
122,3.86,-81.3,0.3
123,-21.56,-80.44,0.27
124,-0.72,-79.26,0.26
125,-4.59,-78.28,0.25
126,-18.26,-76.45,0.24
127,-49.1,-75.16,0.22
128,-27.27,-74.51,0.21
129,-6.54,-73.38,0.21
130,-5.39,-72.76,0.2
131,47.11,-70.39,0.19
132,26.12,-69.13,0.19
133,-64.17,-69.03,0.17
134,-0.35,-68.23,0.17
135,-28.17,-67.16,0.16
136,-35.37,-66.98,0.15
137,42.03,-65.82,0.14
138,-61.24,-65.64,0.13
139,-20.35,-65.57,0.12
140,-53.59,-64.7,0.11
141,-84.8,-64.97,0.09
142,3.05,-63.25,0.07
143,-26.2,-62.98,0.04
144,4.65,-61.79,0.03
145,-17.59,-61.0,0.01
146,9.24,-59.81,0.01
147,36.18,-58.51,0.01
148,55.1,-56.61,0.01
149,4.3,-55.51,0.01
150,51.87,-54.29,0.01
151,32.99,-52.63,0.01
152,22.54,-51.88,0.01
153,21.95,-50.63,0.01
154,20.73,-49.3,0.01
155,-75.29,-49.49,0.01
156,1.09,-48.7,0.01
157,-98.14,-48.53,0.01
158,26.24,-47.43,0.01
159,112.63,-43.14,0.01
160,-208.91,-43.05,0.01
161,-19.44,-42.61,0.01
162,-75.53,-42.49,0.01
163,-164.4,-42.83,0.01
164,-238.89,-44.36,0.01
165,5.95,-43.64,0.01
166,-252.94,-45.77,0.01
167,19.26,-44.5,0.01
168,-7.04,-43.56,0.01
169,207.88,-40.87,0.01
170,154.99,-37.04,0.01
171,54.5,-34.21,0.01
172,-64.67,-32.87,0.01
173,-20.44,-32.38,0.01
174,30.1,-31.33,0.01
175,272.32,-28.06,0.01
176,37.64,-26.99,0.01
177,-8.82,-26.6,0.01
178,-12.78,-24.01,0.01
179,233.45,-21.23,0.01
180,31.46,-19.86,0.01
181,7.64,-19.11,0.01
182,44.13,-18.27,0.01
183,-41.99,-18.29,0.01
184,6.38,-17.7,0.01
185,-63.95,-17.78,0.01
186,-30.12,-17.54,0.01
187,-34.86,-17.36,0.01
188,19.48,-16.84,0.01
189,2.21,-16.36,0.01
190,16.66,-16.15,0.01
191,71.06,-14.98,0.01
192,-19.42,-14.38,0.01
193,12.08,-14.18,0.01
194,12.59,-13.84,0.01
195,12.25,-13.29,0.01
196,18.56,-11.38,0.01
197,20.1,-10.58,0.01
198,5.02,-9.98,0.01
199,57.01,-9.03,0.01
200,1.04,-8.41,0.01
201,-0.37,-8.02,0.01
202,34.0,-7.14,0.01
203,21.84,-6.5,0.01
204,-15.66,-6.19,0.01
205,17.0,-5.85,0.01
206,16.63,-5.2,0.01
207,25.97,-3.84,0.01
208,4.21,-3.31,0.01
209,5.95,-2.89,0.01
210,23.21,-2.14,0.01
211,-24.63,-2.26,0.01
212,6.43,-1.82,0.01
213,63.56,-1.16,0.01
214,50.11,-0.51,0.01
215,-19.94,0.45,0.01
216,-12.37,0.47,0.01
217,61.75,1.65,0.01
218,-1.35,1.9,0.01
219,-4.98,1.52,0.01
220,16.73,1.88,0.01
221,-1.28,1.79,0.01
222,-37.17,1.38,0.01
223,-7.02,1.53,0.01
224,43.87,1.97,0.01
225,33.8,2.36,0.01
226,9.35,2.63,0.01
227,-15.93,2.97,0.01
228,31.41,3.55,0.01
229,-3.09,3.59,0.01
230,42.45,4.07,0.01
231,23.54,3.83,0.01
232,20.41,3.77,0.01
233,22.4,4.64,0.01
234,-0.19,4.64,0.01
235,56.1,5.48,0.01
236,17.86,6.02,0.01
237,42.62,6.02,0.01
238,38.36,7.02,0.01
239,13.18,7.35,0.01
240,44.46,8.33,0.01
241,20.6,9.39,0.01
242,67.98,10.04,0.01
243,9.31,10.39,0.01
244,16.38,10.51,0.01
245,-7.43,10.61,0.01
246,18.08,10.7,0.01
247,-13.28,10.2,0.01
248,22.07,9.87,0.01
249,-22.03,9.61,0.01
250,11.41,9.21,0.01
251,-20.94,8.67,0.01
252,0.73,8.45,0.01
253,11.15,8.34,0.01
254,-17.94,7.95,0.01
255,-6.25,8.64,0.01
256,4.36,8.68,0.01
257,4.64,9.7,0.01
258,-47.86,8.96,0.01
259,9.06,7.93,0.01
260,13.13,10.15,0.01
261,41.76,10.76,0.01
262,26.28,11.78,0.01
263,52.93,13.95,0.01
264,-34.54,16.0,0.01
265,-23.02,15.71,0.01
266,43.33,18.67,0.01
267,16.96,18.65,0.01
268,-3.16,18.68,0.01
269,4.73,16.65,0.01
270,4.48,15.15,0.01
271,56.19,15.16,0.01
272,22.77,16.04,0.01
273,39.38,16.64,0.01
274,-9.52,16.24,0.01
275,51.16,14.03,0.01
276,41.49,14.07,0.01
277,1.14,14.17,0.01
278,42.18,14.72,0.01
279,40.62,12.79,0.01
280,24.51,12.72,0.01
281,43.76,13.08,0.01
282,-21.31,12.43,0.01
283,31.95,13.17,0.01
284,36.12,13.46,0.01
285,32.44,14.43,0.01
286,28.88,15.02,0.01
287,32.94,15.69,0.01
288,52.46,16.02,0.01
289,-1.59,15.99,0.01
290,17.88,16.0,0.01
291,54.44,15.83,0.01
292,0.41,16.03,0.01
293,65.11,16.56,0.01
294,49.64,16.93,0.01
295,-11.11,16.7,0.01
296,-12.39,16.39,0.01
297,4.88,16.24,0.01
298,4.02,16.23,0.01
299,19.42,15.85,0.01
300,-12.78,15.71,0.01
301,43.52,16.15,0.01
302,9.04,15.9,0.01
303,44.11,16.12,0.01
304,39.46,16.68,0.01
305,27.96,16.78,0.01
306,4.43,16.66,0.01
307,45.94,16.86,0.01
308,27.1,17.09,0.01
309,-15.69,16.87,0.01
310,11.81,16.76,0.01
311,-0.32,17.0,0.01
312,43.28,17.37,0.01
313,80.77,17.54,0.01
314,38.05,17.42,0.01
315,24.37,17.87,0.01
316,2.61,18.02,0.01
317,-10.72,17.29,0.01
318,-11.93,17.19,0.01
319,49.7,17.73,0.01
320,67.7,18.24,0.01
321,1.17,18.27,0.01
322,-15.45,18.48,0.01
323,18.19,18.74,0.01
324,33.56,18.63,0.01
325,23.86,18.53,0.01
326,-45.76,17.98,0.01
327,33.75,18.48,0.01
328,26.7,18.43,0.01
329,24.89,18.71,0.01
330,-6.4,18.22,0.01
331,33.88,18.33,0.01
332,23.57,18.36,0.01
333,-0.16,18.13,0.01
334,19.29,18.33,0.01
335,61.21,18.38,0.01
336,24.24,18.44,0.01
337,35.27,18.37,0.01
338,27.96,18.27,0.01
339,50.13,18.64,0.01
340,-18.57,18.01,0.01
341,58.96,18.39,0.01
342,1.55,17.72,0.01
343,87.44,18.51,0.01
344,46.34,18.81,0.01
345,57.09,19.45,0.01
346,6.2,19.33,0.01
347,54.35,20.01,0.01
348,54.11,20.33,0.01
349,9.49,20.64,0.01
350,53.92,21.07,0.01
351,3.26,21.31,0.01
352,49.32,21.8,0.01
353,-12.53,21.56,0.01
354,-49.82,21.24,0.01
355,80.24,22.11,0.01
356,71.88,22.78,0.01
357,20.15,22.94,0.01
358,54.28,23.96,0.01
359,45.86,24.33,0.01
360,18.55,24.38,0.01
361,27.85,24.24,0.01
362,72.09,24.7,0.01
363,20.58,24.38,0.01
364,14.98,24.87,0.01
365,57.48,25.68,0.01
366,79.53,26.04,0.01
367,83.5,26.7,0.01
368,34.85,27.08,0.01
369,-11.2,26.92,0.01
370,58.55,27.46,0.01
371,65.2,27.55,0.01
372,85.83,28.19,0.01
373,108.53,28.88,0.01
374,17.04,29.14,0.01
375,27.88,28.91,0.01
376,65.47,29.15,0.01
377,43.94,29.58,0.01
378,81.46,29.97,0.01
379,39.53,29.96,0.01
380,71.1,30.43,0.01
381,59.04,30.58,0.01
382,263.41,33.43,0.01
383,68.67,33.79,0.01
