fta params:,lower,upper,delta,eta
,-0.1,0.1,0.015384615384615385,0.015384615384615385
agent params:,gamma,epsilon,batch_size,n_actions,eps_end,input_dims,lr,seed
,0.99,1.0,4,0.01,8,0.0003,40
Performance logging begins:
Episode:,Score:,Average Score:,Epsilon:
0,-88.2,-88.2,1.0
1,-133.32,-110.76,0.99
2,-90.52,-104.01,0.99
3,-258.95,-142.75,0.98
4,-289.66,-172.13,0.98
5,-84.4,-157.51,0.97
6,-313.12,-179.74,0.97
7,-199.83,-182.25,0.97
8,-104.23,-173.58,0.96
9,-271.21,-183.34,0.95
10,-51.32,-171.34,0.95
11,-126.17,-167.58,0.94
12,-86.01,-161.3,0.94
13,-113.77,-157.91,0.94
14,-96.51,-153.81,0.93
15,-78.86,-149.13,0.93
16,-155.2,-149.49,0.92
17,-111.64,-147.38,0.92
18,-115.77,-145.72,0.91
19,-92.49,-143.06,0.91
20,-167.46,-144.22,0.9
21,-107.21,-142.54,0.9
22,-100.49,-140.71,0.89
23,-66.66,-137.62,0.89
24,-343.25,-145.85,0.88
25,-173.63,-146.92,0.88
26,-177.81,-148.06,0.88
27,-40.05,-144.2,0.87
28,-85.91,-142.19,0.87
29,-147.79,-142.38,0.86
30,-262.42,-146.25,0.86
31,-85.15,-144.34,0.85
32,-62.7,-141.87,0.85
33,-132.3,-141.59,0.84
34,-80.69,-139.85,0.84
35,-58.97,-137.6,0.84
36,-50.61,-135.25,0.83
37,-77.8,-133.74,0.83
38,-104.04,-132.98,0.82
39,-197.72,-134.6,0.82
40,-95.1,-133.63,0.81
41,-111.41,-133.1,0.81
42,-120.49,-132.81,0.8
43,-90.68,-131.85,0.8
44,-119.7,-131.58,0.79
45,-147.03,-131.92,0.79
46,-251.82,-134.47,0.78
47,-178.18,-135.38,0.78
48,-111.77,-134.9,0.77
49,-93.36,-134.07,0.77
50,-107.89,-133.55,0.77
51,-31.45,-131.59,0.76
52,-77.58,-130.57,0.75
53,-22.11,-128.56,0.75
54,-130.43,-128.6,0.74
55,-71.57,-127.58,0.74
56,-70.82,-126.58,0.73
57,-104.05,-126.19,0.73
58,-307.06,-129.26,0.72
59,-204.16,-130.51,0.71
60,-121.17,-130.35,0.71
61,-136.69,-130.46,0.7
62,-97.63,-129.94,0.7
63,-220.86,-131.36,0.69
64,-71.57,-130.44,0.68
65,-16.22,-128.71,0.68
66,-95.61,-128.21,0.68
67,-108.73,-127.93,0.67
68,-76.1,-127.17,0.66
69,-35.34,-125.86,0.66
70,-213.57,-127.1,0.65
71,-87.02,-126.54,0.65
72,-112.17,-126.34,0.64
73,-162.88,-126.84,0.64
74,-91.33,-126.36,0.63
75,-81.57,-125.78,0.62
76,-109.39,-125.56,0.62
77,-60.94,-124.73,0.61
78,-75.24,-124.11,0.6
79,-103.88,-123.85,0.6
80,-30.41,-122.7,0.59
81,-116.26,-122.62,0.59
82,-59.09,-121.86,0.58
83,-251.16,-123.4,0.58
84,-10.22,-122.06,0.57
85,-193.26,-122.89,0.57
86,-47.49,-122.03,0.56
87,-64.05,-121.37,0.55
88,-101.39,-121.14,0.55
89,-80.87,-120.7,0.54
90,-3.78,-119.41,0.53
91,-180.38,-120.07,0.52
92,-114.43,-120.01,0.52
93,-3.67,-118.77,0.51
94,-33.32,-117.88,0.5
95,-80.85,-117.49,0.49
96,-101.77,-117.33,0.49
97,-14.82,-116.28,0.47
98,-17.13,-115.28,0.47
99,-258.1,-116.71,0.46
100,-47.79,-116.3,0.45
101,-208.72,-117.06,0.45
102,-60.1,-116.75,0.44
103,-146.61,-115.63,0.43
104,-56.41,-113.3,0.42
105,-218.46,-114.64,0.41
106,-263.6,-114.14,0.4
107,-106.63,-113.21,0.39
108,-58.21,-112.75,0.39
109,-175.57,-111.8,0.38
110,-105.83,-112.34,0.37
111,-31.9,-111.4,0.36
112,-142.2,-111.96,0.34
113,1.01,-110.81,0.33
114,-78.88,-110.64,0.33
115,-30.68,-110.15,0.32
116,-244.62,-111.05,0.31
117,-182.77,-111.76,0.3
118,-68.74,-111.29,0.29
119,-11.94,-110.48,0.28
120,-276.55,-111.57,0.28
121,29.63,-110.21,0.27
122,-237.6,-111.58,0.26
123,-106.97,-111.98,0.25
124,53.31,-108.01,0.24
125,19.69,-106.08,0.23
126,-82.95,-105.13,0.22
127,-92.44,-105.66,0.22
128,-156.93,-106.37,0.21
129,-213.33,-107.02,0.2
130,-122.42,-105.62,0.19
131,-233.62,-107.11,0.18
132,-230.5,-108.78,0.17
133,-226.27,-109.72,0.16
134,-288.83,-111.81,0.15
135,-86.34,-112.08,0.14
136,-57.3,-112.15,0.13
137,-177.46,-113.14,0.12
138,-174.36,-113.85,0.11
139,-107.63,-112.95,0.1
140,-78.53,-112.78,0.09
141,-53.49,-112.2,0.08
142,-267.23,-113.67,0.07
143,-211.92,-114.88,0.06
144,-236.46,-116.05,0.05
145,-23.61,-114.81,0.04
146,269.99,-109.6,0.01
147,7.47,-107.74,0.01
148,-90.02,-107.52,0.01
149,-37.0,-106.96,0.01
150,-22.11,-106.1,0.01
151,-1.03,-105.8,0.01
152,-46.33,-105.48,0.01
153,-163.51,-106.9,0.01
154,-271.4,-108.31,0.01
155,-31.56,-107.91,0.01
156,-1.99,-107.22,0.01
157,229.13,-103.89,0.01
158,7.07,-100.75,0.01
159,-27.79,-98.98,0.01
160,-19.97,-97.97,0.01
161,116.35,-95.44,0.01
162,1.95,-94.44,0.01
163,7.91,-92.16,0.01
164,-29.33,-91.73,0.01
165,-27.42,-91.85,0.01
166,-86.76,-91.76,0.01
167,-32.01,-90.99,0.01
168,-236.63,-92.6,0.01
169,-93.52,-93.18,0.01
170,1.98,-91.02,0.01
171,0.8,-90.14,0.01
172,-73.78,-89.76,0.01
173,-44.71,-88.58,0.01
174,-95.73,-88.62,0.01
175,-8.28,-87.89,0.01
176,27.17,-86.52,0.01
177,-63.18,-86.55,0.01
178,41.99,-85.37,0.01
179,-31.42,-84.65,0.01
180,-43.39,-84.78,0.01
181,-100.89,-84.63,0.01
182,-88.86,-84.92,0.01
183,-124.27,-83.65,0.01
184,54.21,-83.01,0.01
185,-32.31,-81.4,0.01
186,-29.03,-81.22,0.01
187,-60.34,-81.18,0.01
188,-2.85,-80.19,0.01
189,-277.09,-82.16,0.01
190,200.86,-80.11,0.01
191,-87.07,-79.18,0.01
192,113.07,-76.9,0.01
193,-45.7,-77.32,0.01
194,272.47,-74.26,0.01
195,140.89,-72.05,0.01
196,-26.69,-71.29,0.01
197,56.19,-70.58,0.01
198,-29.05,-70.7,0.01
199,-27.5,-68.4,0.01
200,199.68,-65.92,0.01
201,-21.73,-64.05,0.01
202,26.98,-63.18,0.01
203,4.85,-61.67,0.01
204,-55.68,-61.66,0.01
205,59.56,-58.88,0.01
206,-15.98,-56.4,0.01
207,-13.5,-55.47,0.01
208,-5.66,-54.95,0.01
209,37.04,-52.82,0.01
210,-19.48,-51.96,0.01
211,-14.04,-51.78,0.01
212,-24.89,-50.61,0.01
213,-56.54,-51.18,0.01
214,118.62,-49.21,0.01
215,-46.9,-49.37,0.01
216,-48.71,-47.41,0.01
217,7.45,-45.51,0.01
218,-78.8,-45.61,0.01
219,-5.12,-45.54,0.01
220,-76.52,-43.54,0.01
221,-75.58,-44.59,0.01
222,-36.73,-42.58,0.01
223,23.45,-41.28,0.01
224,-49.76,-42.31,0.01
225,10.29,-42.4,0.01
226,-28.94,-41.86,0.01
227,-64.4,-41.58,0.01
228,-80.01,-40.81,0.01
229,-28.24,-38.96,0.01
230,-49.93,-38.24,0.01
231,-42.64,-36.33,0.01
232,-132.96,-35.35,0.01
233,65.87,-32.43,0.01
234,-19.33,-29.74,0.01
235,-40.34,-29.28,0.01
236,-56.7,-29.27,0.01
237,-23.18,-27.73,0.01
238,-64.36,-26.63,0.01
239,15.31,-25.4,0.01
240,-9.24,-24.7,0.01
241,-54.49,-24.72,0.01
242,-3.11,-22.07,0.01
243,-24.48,-20.2,0.01
244,-12.85,-17.96,0.01
245,-35.6,-18.08,0.01
246,-10.76,-20.89,0.01
247,-41.8,-21.38,0.01
248,-31.31,-20.8,0.01
249,-45.17,-20.88,0.01
250,-46.59,-21.12,0.01
251,-8.63,-21.2,0.01
252,-11.51,-20.85,0.01
253,-39.69,-19.61,0.01
254,-26.93,-17.17,0.01
255,-41.64,-17.27,0.01
256,-39.3,-17.64,0.01
257,-44.05,-20.37,0.01
258,-33.89,-20.78,0.01
259,-13.85,-20.64,0.01
260,-45.04,-20.89,0.01
261,3.06,-22.03,0.01
262,20.17,-21.84,0.01
263,-60.66,-22.53,0.01
264,-30.76,-22.54,0.01
265,-38.04,-22.65,0.01
266,-52.63,-22.31,0.01
267,-81.58,-22.81,0.01
268,-36.54,-20.8,0.01
269,-45.84,-20.33,0.01
270,-62.07,-20.97,0.01
271,25.28,-20.72,0.01
272,-22.23,-20.21,0.01
273,-69.03,-20.45,0.01
274,-62.68,-20.12,0.01
275,-33.96,-20.38,0.01
276,-44.83,-21.1,0.01
277,-29.93,-20.77,0.01
278,-41.87,-21.6,0.01
279,-53.13,-21.82,0.01
280,-13.16,-21.52,0.01
281,-52.51,-21.03,0.01
282,19.63,-19.95,0.01
283,-1.82,-18.73,0.01
284,-70.42,-19.97,0.01
285,-57.96,-20.23,0.01
286,-56.64,-20.5,0.01
287,-70.27,-20.6,0.01
288,-56.06,-21.14,0.01
289,-46.65,-18.83,0.01
290,-50.16,-21.34,0.01
291,-33.39,-20.8,0.01
292,-13.27,-22.07,0.01
293,-18.26,-21.79,0.01
294,-5.63,-24.57,0.01
295,-25.38,-26.24,0.01
296,-27.4,-26.24,0.01
297,1.69,-26.79,0.01
298,-68.19,-27.18,0.01
299,-44.63,-27.35,0.01
300,-11.84,-29.47,0.01
301,250.64,-26.74,0.01
302,-40.58,-27.42,0.01
303,2.92,-27.44,0.01
304,-15.06,-27.03,0.01
305,-63.91,-28.27,0.01
306,-39.79,-28.51,0.01
307,-49.23,-28.86,0.01
308,7.54,-28.73,0.01
309,16.17,-28.94,0.01
310,-41.69,-29.16,0.01
311,-25.3,-29.27,0.01
312,-61.08,-29.64,0.01
313,-4.47,-29.11,0.01
314,-51.25,-30.81,0.01
315,-24.29,-30.59,0.01
316,-0.36,-30.1,0.01
317,-134.11,-31.52,0.01
318,-27.51,-31.01,0.01
319,-28.39,-31.24,0.01
320,18.69,-30.29,0.01
321,-60.61,-30.14,0.01
322,-14.11,-29.91,0.01
323,-0.29,-30.15,0.01
324,-38.74,-30.04,0.01
325,-7.39,-30.22,0.01
326,4.39,-29.88,0.01
327,4.42,-29.19,0.01
328,-6.91,-28.46,0.01
329,17.11,-28.01,0.01
330,10.07,-27.41,0.01
331,-16.84,-27.15,0.01
332,-25.5,-26.08,0.01
333,1.2,-26.72,0.01
334,-52.29,-27.05,0.01
335,15.8,-26.49,0.01
336,-12.58,-26.05,0.01
337,-39.07,-26.21,0.01
338,0.91,-25.56,0.01
339,-67.43,-26.38,0.01
340,-65.98,-26.95,0.01
341,-8.33,-26.49,0.01
342,-19.53,-26.65,0.01
343,-27.51,-26.68,0.01
344,-13.21,-26.69,0.01
345,-26.76,-26.6,0.01
346,-0.43,-26.5,0.01
347,-9.49,-26.17,0.01
348,-3.9,-25.9,0.01
349,39.6,-25.05,0.01
350,-37.34,-24.96,0.01
351,-35.77,-25.23,0.01
352,-59.52,-25.71,0.01
353,-50.73,-25.82,0.01
354,-49.28,-26.04,0.01
355,14.66,-25.48,0.01
356,-143.29,-26.52,0.01
357,24.23,-25.84,0.01
358,-29.06,-25.79,0.01
359,7.72,-25.57,0.01
360,9.44,-25.03,0.01
361,-20.96,-25.27,0.01
362,-64.7,-26.12,0.01
363,-31.34,-25.83,0.01
364,-4.0,-25.56,0.01
365,-34.44,-25.52,0.01
366,18.02,-24.82,0.01
367,-47.21,-24.47,0.01
368,-3.6,-24.14,0.01
369,-48.39,-24.17,0.01
370,158.38,-21.96,0.01
371,25.06,-21.97,0.01
372,-38.1,-22.12,0.01
373,-132.33,-22.76,0.01
374,-1.95,-22.15,0.01
375,-82.03,-22.63,0.01
376,-28.73,-22.47,0.01
377,11.04,-22.06,0.01
378,1.28,-21.63,0.01
379,5.88,-21.04,0.01
380,-30.41,-21.21,0.01
381,-32.09,-21.01,0.01
382,-29.37,-21.5,0.01
383,-5.83,-21.54,0.01
384,-52.14,-21.35,0.01
385,-9.95,-20.87,0.01
386,-45.49,-20.76,0.01
387,-39.48,-20.45,0.01
388,-150.75,-21.4,0.01
389,-49.03,-21.42,0.01
390,-127.91,-22.2,0.01
391,-50.95,-22.38,0.01
392,-234.12,-24.59,0.01
393,-159.66,-26.0,0.01
394,-26.09,-26.21,0.01
395,5.41,-25.9,0.01
396,-35.87,-25.98,0.01
397,8.6,-25.91,0.01
398,-45.46,-25.69,0.01
399,2.16,-25.22,0.01
400,-97.91,-26.08,0.01
401,-30.32,-28.89,0.01
402,9.14,-28.39,0.01
403,-120.31,-29.62,0.01
404,-109.64,-30.57,0.01
405,-42.84,-30.36,0.01
406,-9.53,-30.06,0.01
407,-50.15,-30.06,0.01
408,219.72,-27.94,0.01
409,-20.67,-28.31,0.01
410,114.02,-26.75,0.01
411,3.39,-26.47,0.01
412,-124.6,-27.1,0.01
413,-121.83,-28.28,0.01
414,-184.16,-29.61,0.01
415,70.63,-28.66,0.01
416,-230.63,-30.96,0.01
417,-37.57,-29.99,0.01
418,-10.2,-29.82,0.01
419,-0.21,-29.54,0.01
420,-210.92,-31.83,0.01
421,-10.4,-31.33,0.01
422,22.12,-30.97,0.01
423,-175.48,-32.72,0.01
424,-104.1,-33.38,0.01
425,-45.5,-33.76,0.01
426,24.46,-33.56,0.01
427,-17.4,-33.77,0.01
428,-74.51,-34.45,0.01
429,-22.44,-34.85,0.01
430,-23.56,-35.18,0.01
431,43.85,-34.58,0.01
432,-9.36,-34.41,0.01
433,205.46,-32.37,0.01
434,234.19,-29.51,0.01
435,-14.66,-29.81,0.01
436,62.6,-29.06,0.01
437,-40.57,-29.07,0.01
438,-4.4,-29.13,0.01
439,-16.33,-28.62,0.01
440,-105.91,-29.02,0.01
441,220.65,-26.73,0.01
442,-8.54,-26.62,0.01
443,242.28,-23.92,0.01
444,268.56,-21.1,0.01
445,-31.88,-21.15,0.01
446,21.86,-20.93,0.01
447,-296.71,-23.8,0.01
448,99.98,-22.76,0.01
449,41.07,-22.75,0.01
450,20.89,-22.17,0.01
451,6.97,-21.74,0.01
452,-145.18,-22.59,0.01
453,37.65,-21.71,0.01
454,-32.88,-21.55,0.01
455,-29.03,-21.98,0.01
456,34.22,-20.21,0.01
457,-33.92,-20.79,0.01
458,6.52,-20.43,0.01
459,-198.7,-22.5,0.01
460,-195.49,-24.55,0.01
461,-5.22,-24.39,0.01
462,-46.39,-24.21,0.01
463,-17.18,-24.07,0.01
464,-209.74,-26.12,0.01
465,-11.44,-25.89,0.01
466,-182.98,-27.9,0.01
467,-27.28,-27.7,0.01
468,-290.21,-30.57,0.01
469,-1.93,-30.11,0.01
470,-2.42,-31.71,0.01
471,-10.82,-32.07,0.01
472,-54.2,-32.23,0.01
473,-35.8,-31.27,0.01
474,0.21,-31.25,0.01
475,-1.27,-30.44,0.01
476,-177.21,-31.92,0.01
477,-254.79,-34.58,0.01
478,-156.99,-36.16,0.01
479,-18.59,-36.41,0.01
480,-57.39,-36.68,0.01
481,-5.05,-36.41,0.01
482,-10.45,-36.22,0.01
483,30.95,-35.85,0.01
484,13.69,-35.19,0.01
485,-11.91,-35.21,0.01
486,-65.1,-35.41,0.01
487,-275.84,-37.77,0.01
488,-6.01,-36.32,0.01
489,27.26,-35.56,0.01
490,12.38,-34.16,0.01
491,-28.67,-33.94,0.01
492,-40.15,-32.0,0.01
