fta params:,lower,upper,delta,eta
,-0.25,0.25,0.03333333333333333,0.03333333333333333
agent params:,gamma,epsilon,batch_size,n_actions,eps_end,input_dims,lr,seed
,0.99,1.0,4,0.01,8,0.0003,30
Performance logging begins:
Episode:,Score:,Average Score:,Epsilon:
0,-102.99,-102.99,1.0
1,-474.8,-288.89,0.99
2,-335.73,-304.51,0.99
3,-13.21,-231.68,0.98
4,-50.14,-195.37,0.98
5,-49.68,-171.09,0.98
6,-157.72,-169.18,0.97
7,-132.81,-164.63,0.97
8,-91.97,-156.56,0.96
9,-209.53,-161.86,0.96
10,40.9,-143.43,0.95
11,-90.99,-139.06,0.95
12,-170.11,-141.44,0.95
13,-266.02,-150.34,0.94
14,-202.44,-153.82,0.94
15,-87.61,-149.68,0.94
16,-143.54,-149.32,0.93
17,-101.7,-146.67,0.92
18,-90.75,-143.73,0.92
19,-276.46,-150.36,0.91
20,-117.07,-148.78,0.91
21,-266.28,-154.12,0.9
22,-208.39,-156.48,0.9
23,-193.45,-158.02,0.9
24,-121.57,-156.56,0.89
25,-88.17,-153.93,0.89
26,-302.66,-159.44,0.88
27,-35.43,-155.01,0.88
28,-155.16,-155.02,0.87
29,-87.97,-152.78,0.87
30,-194.47,-154.13,0.86
31,-94.66,-152.27,0.86
32,-97.86,-150.62,0.85
33,-167.45,-151.11,0.85
34,-132.63,-150.59,0.84
35,-97.5,-149.11,0.84
36,-30.98,-145.92,0.83
37,-189.2,-147.06,0.83
38,-133.88,-146.72,0.82
39,-188.02,-147.75,0.82
40,-92.74,-146.41,0.81
41,-125.43,-145.91,0.81
42,-121.13,-145.33,0.81
43,-85.1,-143.97,0.8
44,-130.31,-143.66,0.79
45,-107.58,-142.88,0.79
46,-151.75,-143.07,0.79
47,-28.6,-140.68,0.78
48,-96.96,-139.79,0.78
49,-113.46,-139.26,0.77
50,-125.08,-138.98,0.76
51,-79.9,-137.85,0.76
52,-99.01,-137.12,0.76
53,-112.77,-136.66,0.75
54,-173.48,-137.33,0.74
55,-309.01,-140.4,0.74
56,-90.61,-139.53,0.73
57,-166.17,-139.99,0.73
58,-203.66,-141.06,0.72
59,-64.64,-139.79,0.72
60,-48.93,-138.3,0.72
61,-63.17,-137.09,0.71
62,-133.45,-137.03,0.71
63,-85.84,-136.23,0.7
64,-96.7,-135.62,0.7
65,-30.37,-134.03,0.69
66,-103.21,-133.57,0.69
67,-85.58,-132.86,0.68
68,-131.83,-132.85,0.68
69,-71.36,-131.97,0.67
70,-66.01,-131.04,0.67
71,-86.86,-130.43,0.66
72,-141.86,-130.58,0.65
73,-137.56,-130.68,0.65
74,-85.33,-130.07,0.64
75,-51.72,-129.04,0.63
76,-272.23,-130.9,0.63
77,-116.48,-130.72,0.62
78,-107.75,-130.43,0.61
79,-53.34,-129.46,0.61
80,-121.32,-129.36,0.6
81,-74.59,-128.69,0.59
82,-119.95,-128.59,0.58
83,-66.46,-127.85,0.58
84,-73.6,-127.21,0.57
85,-30.72,-126.09,0.56
86,-79.7,-125.56,0.56
87,-80.49,-125.04,0.55
88,-40.85,-124.1,0.54
89,7.56,-122.64,0.54
90,-68.37,-122.04,0.53
91,-53.8,-121.3,0.53
92,-23.56,-120.25,0.53
93,-69.07,-119.7,0.52
94,-99.69,-119.49,0.51
95,-53.05,-118.8,0.51
96,-55.96,-118.15,0.5
97,-37.94,-117.33,0.49
98,-192.07,-118.09,0.49
99,-63.68,-117.54,0.48
100,-85.8,-117.37,0.47
101,-76.31,-113.39,0.47
102,-42.99,-110.46,0.46
103,-28.91,-110.62,0.45
104,-63.26,-110.75,0.45
105,-19.29,-110.44,0.44
106,-52.1,-109.39,0.43
107,-23.23,-108.29,0.43
108,-87.27,-108.24,0.42
109,-61.9,-106.77,0.42
110,-81.22,-107.99,0.41
111,-23.36,-107.31,0.41
112,-220.37,-107.82,0.4
113,-54.12,-105.7,0.39
114,-42.02,-104.09,0.39
115,-43.49,-103.65,0.38
116,-50.06,-102.72,0.37
117,0.67,-101.69,0.37
118,-72.94,-101.51,0.36
119,-65.49,-99.4,0.35
120,-204.42,-100.28,0.34
121,-26.93,-97.89,0.33
122,-70.11,-96.5,0.32
123,-71.36,-95.28,0.31
124,-52.1,-94.59,0.3
125,-166.86,-95.37,0.28
126,-30.65,-92.65,0.27
127,16.3,-92.14,0.27
128,-39.95,-90.98,0.26
129,-41.04,-90.51,0.25
130,-106.65,-89.64,0.24
131,-280.53,-91.5,0.22
132,49.32,-90.02,0.2
133,-28.11,-88.63,0.19
134,-62.72,-87.93,0.18
135,7.68,-86.88,0.17
136,-152.5,-88.09,0.15
137,-78.73,-86.99,0.13
138,-25.42,-85.91,0.12
139,-84.63,-84.87,0.11
140,-73.43,-84.68,0.1
141,-42.74,-83.85,0.08
142,20.54,-82.43,0.07
143,-53.37,-82.12,0.04
144,-86.21,-81.68,0.04
145,-53.57,-81.14,0.01
146,-0.97,-79.63,0.01
147,-57.82,-79.92,0.01
148,-44.77,-79.4,0.01
149,-42.46,-78.69,0.01
150,-42.9,-77.87,0.01
151,95.2,-76.12,0.01
152,60.61,-74.52,0.01
153,37.58,-73.02,0.01
154,-61.84,-71.9,0.01
155,-77.1,-69.58,0.01
156,-75.2,-69.43,0.01
157,-61.6,-68.38,0.01
158,-23.85,-66.58,0.01
159,244.69,-63.49,0.01
160,-12.08,-63.12,0.01
161,-11.0,-62.6,0.01
162,-33.62,-61.6,0.01
163,-27.64,-61.02,0.01
164,-96.9,-61.02,0.01
165,9.19,-60.63,0.01
166,-47.89,-60.07,0.01
167,-21.95,-59.44,0.01
168,-50.6,-58.62,0.01
169,-41.75,-58.33,0.01
170,-47.85,-58.15,0.01
171,-13.62,-57.41,0.01
172,-1.4,-56.01,0.01
173,-23.44,-54.87,0.01
174,-31.95,-54.33,0.01
175,-70.46,-54.52,0.01
176,-42.63,-52.23,0.01
177,-64.19,-51.7,0.01
178,-54.75,-51.17,0.01
179,-84.22,-51.48,0.01
180,-61.66,-50.88,0.01
181,-200.94,-52.15,0.01
182,-17.81,-51.13,0.01
183,-95.78,-51.42,0.01
184,-66.82,-51.35,0.01
185,-15.25,-51.2,0.01
186,-38.75,-50.79,0.01
187,-42.95,-50.41,0.01
188,-8.75,-50.09,0.01
189,-17.26,-50.34,0.01
190,-36.78,-50.02,0.01
191,32.8,-49.16,0.01
192,-35.54,-49.28,0.01
193,-24.25,-48.83,0.01
194,-57.35,-48.41,0.01
195,14.51,-47.73,0.01
196,-48.38,-47.65,0.01
197,-45.59,-47.73,0.01
198,-32.76,-46.14,0.01
199,16.56,-45.34,0.01
200,-25.71,-44.73,0.01
201,23.65,-43.74,0.01
202,-33.06,-43.64,0.01
203,-52.5,-43.87,0.01
204,-16.03,-43.4,0.01
205,-24.26,-43.45,0.01
206,23.77,-42.69,0.01
207,-14.49,-42.6,0.01
208,10.24,-41.63,0.01
209,-17.47,-41.18,0.01
210,-94.08,-41.31,0.01
211,-58.98,-41.67,0.01
212,-19.79,-39.66,0.01
213,-17.61,-39.3,0.01
214,-28.12,-39.16,0.01
215,-10.88,-38.83,0.01
216,-61.26,-38.94,0.01
217,31.6,-38.64,0.01
218,-37.29,-38.28,0.01
219,-69.57,-38.32,0.01
