fta params:,lower,upper,delta,eta
,-1,1,0.18181818181818182,0.18181818181818182
agent params:,gamma,epsilon,batch_size,n_actions,eps_end,input_dims,lr,seed
,0.99,1.0,4,0.01,8,0.0003,40
Performance logging begins:
Episode:,Score:,Average Score:,Epsilon:
0,-353.08,-353.08,1.0
1,-210.51,-281.79,0.99
2,-184.85,-249.48,0.99
3,-182.61,-232.76,0.99
4,-160.93,-218.4,0.98
5,-133.4,-204.23,0.98
6,-144.04,-195.63,0.97
7,-119.49,-186.11,0.97
8,-133.57,-180.28,0.96
9,-63.46,-168.59,0.96
10,-379.58,-187.78,0.95
11,-102.91,-180.7,0.95
12,-85.34,-173.37,0.94
13,-111.38,-168.94,0.94
14,-176.44,-169.44,0.93
15,-205.62,-171.7,0.93
16,-140.15,-169.85,0.92
17,-153.88,-168.96,0.92
18,-159.21,-168.45,0.91
19,-153.9,-167.72,0.91
20,-269.33,-172.56,0.9
21,-243.09,-175.76,0.89
22,-115.47,-173.14,0.89
23,-168.74,-172.96,0.88
24,-109.79,-170.43,0.88
25,-165.93,-170.26,0.87
26,-282.98,-174.43,0.86
27,-114.59,-172.3,0.86
28,-116.47,-170.37,0.85
29,-113.07,-168.46,0.85
30,-185.59,-169.01,0.84
31,15.2,-163.26,0.84
32,-105.14,-161.5,0.83
33,-124.07,-160.39,0.83
34,-95.4,-158.54,0.82
35,-117.84,-157.41,0.82
36,-175.1,-157.89,0.81
37,-118.24,-156.84,0.81
38,-177.19,-157.36,0.8
39,-93.48,-155.77,0.79
40,-79.71,-153.91,0.79
41,-72.62,-151.98,0.79
42,-77.8,-150.25,0.78
43,-136.67,-149.94,0.78
44,-69.34,-148.15,0.77
45,-185.23,-148.96,0.77
46,-105.17,-148.03,0.76
47,-92.14,-146.86,0.76
48,-98.4,-145.87,0.75
49,-93.7,-144.83,0.75
50,-156.58,-145.06,0.74
51,-175.73,-145.65,0.74
52,-60.62,-144.04,0.73
53,-177.79,-144.67,0.72
54,-85.31,-143.59,0.72
55,-78.44,-142.43,0.72
56,-174.09,-142.98,0.71
57,-86.91,-142.02,0.7
58,-67.74,-140.76,0.7
59,-83.68,-139.81,0.69
60,-70.96,-138.68,0.69
61,-77.93,-137.7,0.68
62,-151.75,-137.92,0.67
63,-51.27,-136.57,0.67
64,-93.89,-135.91,0.66
65,-98.22,-135.34,0.66
66,-50.41,-134.07,0.65
67,-110.81,-133.73,0.65
