fta params:,lower,upper,delta,eta
,-0.05,0.05,0.007692307692307693,0.007692307692307693
agent params:,gamma,epsilon,batch_size,n_actions,eps_end,input_dims,lr,seed
,0.99,1.0,4,0.01,8,0.0003,30
Performance logging begins:
Episode:,Score:,Average Score:,Epsilon:
0,-80.03,-80.03,1.0
1,-389.98,-235.01,1.0
2,-113.02,-194.35,0.99
3,-166.76,-187.45,0.99
4,-530.84,-256.13,0.98
5,-136.31,-236.16,0.98
6,-276.11,-241.87,0.97
7,-115.12,-226.02,0.97
8,-88.17,-210.71,0.96
9,-226.67,-212.3,0.96
10,-13.98,-194.27,0.95
11,-224.02,-196.75,0.95
12,-232.32,-199.49,0.94
13,-112.11,-193.25,0.94
14,-117.63,-188.21,0.93
15,-231.24,-190.9,0.93
16,-75.12,-184.09,0.92
17,-48.09,-176.53,0.92
18,-155.78,-175.44,0.91
19,-119.55,-172.64,0.91
20,-141.49,-171.16,0.91
21,-10.52,-163.86,0.9
22,-130.54,-162.41,0.9
23,-120.53,-160.66,0.89
24,-177.77,-161.35,0.89
25,-84.78,-158.4,0.88
26,-98.55,-156.19,0.88
27,-156.36,-156.19,0.87
28,-154.8,-156.15,0.87
29,-124.12,-155.08,0.87
30,-73.22,-152.44,0.86
31,-172.51,-153.06,0.86
32,-199.09,-154.46,0.85
33,-149.35,-154.31,0.85
34,-218.83,-156.15,0.84
35,-133.46,-155.52,0.84
36,-60.87,-152.96,0.84
37,-180.5,-153.69,0.83
38,-29.55,-150.51,0.83
39,-203.5,-151.83,0.82
40,-112.48,-150.87,0.82
41,-191.99,-151.85,0.81
42,2.89,-148.25,0.8
43,-78.88,-146.67,0.8
44,-176.62,-147.34,0.79
45,-165.71,-147.74,0.79
46,-153.57,-147.86,0.78
47,-262.16,-150.24,0.78
48,-120.16,-149.63,0.77
49,-309.51,-152.83,0.76
50,-132.0,-152.42,0.76
51,-199.25,-153.32,0.75
52,-93.42,-152.19,0.75
53,-235.05,-153.72,0.74
54,-70.64,-152.21,0.74
55,-56.65,-150.51,0.73
56,-133.34,-150.21,0.72
57,-103.86,-149.41,0.71
58,-55.83,-147.82,0.71
59,-200.15,-148.69,0.7
60,-257.21,-150.47,0.7
61,-9.94,-148.21,0.69
62,-116.02,-147.7,0.69
63,8.43,-145.26,0.66
64,-191.0,-145.96,0.65
65,-222.64,-147.12,0.65
66,-119.26,-146.71,0.64
67,-78.4,-145.7,0.64
68,-191.54,-146.37,0.63
69,-294.98,-148.49,0.62
70,-103.82,-147.86,0.61
71,-139.85,-147.75,0.61
72,-110.86,-147.24,0.61
73,-18.12,-145.5,0.6
74,1.98,-143.53,0.59
75,-118.95,-143.21,0.58
76,-19.1,-141.6,0.57
77,-62.38,-140.58,0.57
78,-84.64,-139.87,0.56
79,-30.01,-138.5,0.55
80,-90.44,-137.91,0.55
81,-76.22,-137.15,0.54
82,-86.22,-136.54,0.54
83,-70.45,-135.75,0.53
84,-41.73,-134.65,0.53
85,-35.39,-133.49,0.52
86,-75.5,-132.83,0.51
87,-89.02,-132.33,0.51
88,-112.18,-132.1,0.5
89,-240.46,-133.31,0.5
90,-82.51,-132.75,0.49
91,-80.87,-132.18,0.48
92,-225.04,-133.18,0.48
93,-96.52,-132.79,0.47
94,-83.19,-132.27,0.46
95,-183.47,-132.8,0.45
96,-102.02,-132.49,0.44
97,-26.15,-131.4,0.44
98,-9.92,-130.17,0.43
99,-64.38,-129.52,0.42
100,-94.23,-129.66,0.42
101,-172.64,-127.48,0.41
102,-61.55,-126.97,0.4
103,-222.0,-127.52,0.39
104,-271.32,-124.93,0.38
105,-15.48,-123.72,0.37
106,-132.15,-122.28,0.36
107,-180.76,-122.94,0.36
108,-36.15,-122.42,0.35
109,-234.7,-122.5,0.34
110,-171.04,-124.07,0.33
111,-117.33,-123.0,0.32
112,-95.09,-121.63,0.31
113,-99.11,-121.5,0.3
114,-92.93,-121.25,0.29
115,-109.08,-120.03,0.28
116,-332.95,-122.61,0.27
117,38.44,-121.74,0.27
118,-227.59,-122.46,0.25
119,-98.74,-122.25,0.24
120,-120.64,-122.04,0.24
121,-78.24,-122.72,0.23
122,-29.93,-121.71,0.22
123,3.65,-120.47,0.21
124,29.67,-118.4,0.2
125,-212.87,-119.68,0.19
126,-116.05,-119.85,0.18
127,-64.51,-118.94,0.17
128,-322.81,-120.62,0.16
129,-50.27,-119.88,0.15
130,-49.79,-119.64,0.14
131,-268.24,-120.6,0.14
132,20.96,-118.4,0.13
133,7.77,-116.83,0.12
134,-42.96,-115.07,0.11
135,-71.25,-114.45,0.11
136,-318.72,-117.03,0.09
137,-128.89,-116.51,0.08
138,-204.43,-118.26,0.06
139,-177.4,-118.0,0.05
140,-70.75,-117.58,0.04
141,-81.75,-116.48,0.03
142,-100.23,-117.51,0.02
143,-81.99,-117.54,0.01
144,-157.66,-117.35,0.01
145,-64.11,-116.33,0.01
146,22.82,-114.57,0.01
147,203.05,-109.92,0.01
148,-66.54,-109.38,0.01
149,-0.72,-106.29,0.01
150,34.85,-104.63,0.01
151,-161.27,-104.25,0.01
152,-69.36,-104.01,0.01
153,-209.02,-103.75,0.01
154,-18.53,-103.22,0.01
155,-73.91,-103.4,0.01
156,-208.55,-104.15,0.01
157,-15.48,-103.26,0.01
158,236.2,-100.34,0.01
159,-88.62,-99.23,0.01
160,239.87,-94.26,0.01
161,-42.66,-94.59,0.01
162,-182.78,-95.25,0.01
163,-33.27,-95.67,0.01
164,77.52,-92.98,0.01
165,-33.43,-91.09,0.01
166,-83.72,-90.74,0.01
167,26.78,-89.69,0.01
168,-56.72,-88.34,0.01
169,19.21,-85.2,0.01
170,-14.02,-84.3,0.01
171,-88.68,-83.79,0.01
172,-233.66,-85.01,0.01
173,-29.21,-85.12,0.01
174,-48.98,-85.63,0.01
175,-108.5,-85.53,0.01
176,-6.12,-85.4,0.01
177,221.1,-82.57,0.01
178,-53.57,-82.25,0.01
179,-39.04,-82.34,0.01
180,-57.53,-82.02,0.01
181,-7.06,-81.32,0.01
182,-16.56,-80.63,0.01
183,-58.47,-80.51,0.01
184,-104.3,-81.13,0.01
185,-94.44,-81.72,0.01
186,-199.89,-82.97,0.01
187,-147.2,-83.55,0.01
188,-35.54,-82.78,0.01
189,-135.44,-81.73,0.01
190,235.9,-78.55,0.01
191,169.5,-76.05,0.01
192,-56.45,-74.36,0.01
193,-154.72,-74.94,0.01
194,-208.9,-76.2,0.01
195,-72.5,-75.09,0.01
196,-27.27,-74.34,0.01
197,-62.12,-74.7,0.01
198,-76.69,-75.37,0.01
199,-10.49,-74.83,0.01
200,-218.71,-76.07,0.01
201,-17.59,-74.52,0.01
202,-272.65,-76.64,0.01
203,-179.87,-76.21,0.01
204,-56.71,-74.07,0.01
205,-250.1,-76.41,0.01
206,127.62,-73.82,0.01
207,-35.21,-72.36,0.01
208,-33.63,-72.34,0.01
209,-23.8,-70.23,0.01
210,-81.9,-69.34,0.01
211,-52.73,-68.69,0.01
212,-182.58,-69.56,0.01
213,-158.91,-70.16,0.01
214,-57.32,-69.81,0.01
215,-100.8,-69.72,0.01
216,-61.29,-67.01,0.01
217,247.81,-64.91,0.01
218,-173.54,-64.37,0.01
219,-7.24,-63.46,0.01
220,-66.74,-62.92,0.01
221,-181.66,-63.95,0.01
222,-166.48,-65.32,0.01
223,-70.99,-66.06,0.01
224,-252.32,-68.88,0.01
225,9.14,-66.66,0.01
226,-126.45,-66.77,0.01
227,-40.82,-66.53,0.01
228,-136.67,-64.67,0.01
229,-23.49,-64.4,0.01
230,-12.63,-64.03,0.01
231,-108.46,-62.43,0.01
