fta params:,lower,upper,delta,eta
,-0.5,0.5,0.07692307692307693,0.07692307692307693
agent params:,gamma,epsilon,batch_size,n_actions,eps_end,input_dims,lr,seed
,0.99,1.0,4,0.01,8,0.0003,40
Performance logging begins:
Episode:,Score:,Average Score:,Epsilon:
0,-393.62,-393.62,1.0
1,-62.93,-228.27,0.99
2,-119.43,-191.99,0.99
3,-128.7,-176.17,0.99
4,-365.61,-214.06,0.98
5,-259.28,-221.59,0.98
6,-259.81,-227.05,0.97
7,-93.21,-210.32,0.97
8,-211.88,-210.49,0.96
9,-117.16,-201.16,0.96
10,-66.52,-188.92,0.95
11,-122.6,-183.39,0.95
12,-96.98,-176.75,0.94
13,-98.18,-171.13,0.94
14,-346.22,-182.81,0.94
15,-99.13,-177.58,0.93
16,-201.9,-179.01,0.93
17,-174.88,-178.78,0.92
18,-128.24,-176.12,0.92
19,-267.8,-180.7,0.91
20,-97.47,-176.74,0.91
21,-102.89,-173.38,0.9
22,-244.36,-176.47,0.9
23,-79.27,-172.42,0.89
24,-70.63,-168.35,0.89
25,-46.29,-163.65,0.88
26,-116.3,-161.9,0.88
27,-107.83,-159.97,0.87
28,-145.15,-159.46,0.87
29,-131.9,-158.54,0.87
30,-234.07,-160.97,0.86
31,-212.5,-162.58,0.86
32,-23.4,-158.37,0.85
33,-86.99,-156.27,0.85
34,-67.75,-153.74,0.84
35,-182.97,-154.55,0.83
36,-95.24,-152.95,0.83
37,-145.93,-152.76,0.82
38,-81.85,-150.94,0.82
39,-108.54,-149.88,0.81
40,-146.19,-149.79,0.81
41,-115.79,-148.98,0.8
42,-151.95,-149.05,0.8
43,-92.48,-147.77,0.79
44,-110.24,-146.93,0.79
45,-9.96,-143.96,0.78
46,-84.72,-142.7,0.78
47,-71.44,-141.21,0.78
48,-125.1,-140.88,0.77
49,-74.57,-139.56,0.77
50,-249.12,-141.7,0.76
51,-105.89,-141.02,0.75
52,-48.01,-139.26,0.75
53,-138.17,-139.24,0.74
54,25.36,-136.25,0.74
55,-123.63,-136.02,0.73
56,-89.25,-135.2,0.72
57,-8.65,-133.02,0.71
58,-80.77,-132.13,0.71
59,-123.26,-131.99,0.71
60,-82.09,-131.17,0.7
61,-41.25,-129.72,0.7
62,-57.23,-128.57,0.69
63,-128.01,-128.56,0.68
64,-179.83,-129.35,0.68
65,-59.55,-128.29,0.68
66,-75.42,-127.5,0.67
67,-113.43,-127.29,0.66
68,-88.27,-126.73,0.66
69,-59.01,-125.76,0.65
70,-62.78,-124.87,0.65
71,-78.89,-124.24,0.64
72,-60.74,-123.37,0.64
73,-64.08,-122.56,0.63
74,-51.66,-121.62,0.63
75,-56.31,-120.76,0.62
76,-40.44,-119.72,0.61
77,-257.29,-121.48,0.61
78,-51.17,-120.59,0.6
79,-31.02,-119.47,0.6
80,-48.71,-118.6,0.59
81,-85.78,-118.2,0.59
82,-23.34,-117.05,0.58
83,-102.62,-116.88,0.57
84,-61.68,-116.23,0.57
85,-68.19,-115.67,0.56
86,-67.95,-115.13,0.55
87,-14.23,-113.98,0.55
88,-112.43,-113.96,0.54
89,-103.56,-113.85,0.53
90,-173.86,-114.51,0.53
91,-104.56,-114.4,0.52
92,-63.23,-113.85,0.52
93,-23.35,-112.88,0.51
94,-80.22,-112.54,0.5
95,-221.53,-113.68,0.49
96,-32.17,-112.84,0.49
97,-53.4,-112.23,0.48
98,-62.13,-111.72,0.48
99,-25.52,-110.86,0.47
100,-53.22,-107.46,0.47
101,-3.34,-106.86,0.46
102,-5.58,-105.72,0.46
103,-33.03,-104.77,0.45
104,118.36,-99.93,0.42
105,-45.87,-97.79,0.42
106,-25.45,-95.45,0.41
107,-74.47,-95.26,0.41
108,-42.68,-93.57,0.4
109,-68.21,-93.08,0.4
110,-58.36,-93.0,0.39
111,-42.54,-92.2,0.38
112,6.55,-91.16,0.37
113,-2.81,-90.21,0.36
114,-48.77,-87.23,0.36
115,-64.16,-86.88,0.35
116,-93.38,-85.8,0.34
117,7.76,-83.97,0.34
118,-10.85,-82.8,0.33
119,-37.76,-80.5,0.32
120,-56.7,-80.09,0.32
121,-49.37,-79.56,0.31
122,130.37,-75.81,0.29
123,-47.14,-75.49,0.27
124,-30.77,-75.09,0.27
125,-275.32,-77.38,0.25
126,-32.09,-76.54,0.24
127,-73.17,-76.19,0.23
128,-13.73,-74.88,0.23
129,-64.01,-74.2,0.2
130,-18.51,-72.04,0.2
131,-105.86,-70.98,0.18
132,-40.11,-71.14,0.17
133,-15.44,-70.43,0.15
134,-53.91,-70.29,0.14
135,35.92,-68.1,0.13
136,-65.39,-67.8,0.1
137,-56.38,-66.91,0.1
138,-83.21,-66.92,0.07
139,-48.04,-66.31,0.06
140,2.49,-64.83,0.05
141,-55.01,-64.22,0.02
142,-88.16,-63.58,0.01
143,-48.3,-63.14,0.01
144,-80.8,-62.85,0.01
145,-76.28,-63.51,0.01
146,-76.57,-63.43,0.01
147,-95.52,-63.67,0.01
148,-28.92,-62.71,0.01
149,-61.79,-62.58,0.01
150,-19.13,-60.28,0.01
151,-66.83,-59.89,0.01
152,-46.64,-59.87,0.01
153,-72.83,-59.22,0.01
154,-32.28,-59.8,0.01
155,-48.63,-59.05,0.01
156,-49.29,-58.65,0.01
157,-71.34,-59.27,0.01
158,-47.93,-58.95,0.01
159,-71.13,-58.42,0.01
160,-35.97,-57.96,0.01
161,-67.89,-58.23,0.01
162,-11.28,-57.77,0.01
163,-28.98,-56.78,0.01
164,-74.16,-55.72,0.01
165,-19.83,-55.33,0.01
166,-52.81,-55.1,0.01
167,-19.3,-54.16,0.01
168,-55.93,-53.84,0.01
169,24.27,-53.0,0.01
170,-65.6,-53.03,0.01
171,-26.04,-52.5,0.01
172,-38.24,-52.28,0.01
173,-5.47,-51.69,0.01
174,-42.44,-51.6,0.01
175,-94.16,-51.98,0.01
176,-15.93,-51.73,0.01
177,-96.56,-50.13,0.01
178,-178.8,-51.4,0.01
179,-26.35,-51.35,0.01
180,-30.67,-51.17,0.01
181,-53.11,-50.85,0.01
182,-81.92,-51.43,0.01
