activation:,agent params:,gamma,epsilon,batch_size,n_actions,eps_end,input_dims,lr,seed
,<function relu at 0x7fe9410cacb0>,0.99,1.0,4,0.01,8,0.0003,0
Performance logging begins:
"Episode:,Score:,Average Score:,Epsilon:"
897,263.08,148.52,0.01
898,-59.91,147.45,0.01
899,271.22,147.86,0.01
900,139.67,146.75,0.01
901,-80.49,142.99,0.01
902,-91.59,139.26,0.01
903,237.5,138.74,0.01
904,260.14,141.05,0.01
905,-49.33,138.23,0.01
906,-33.83,135.22,0.01
907,121.23,133.47,0.01
908,13.75,130.63,0.01
909,-93.71,127.06,0.01
910,222.95,126.51,0.01
911,216.62,125.94,0.01
912,296.4,126.81,0.01
913,243.53,126.68,0.01
914,278.15,126.96,0.01
915,249.52,126.74,0.01
916,242.35,126.71,0.01
917,236.46,129.55,0.01
918,268.72,129.54,0.01
919,239.05,129.32,0.01
920,231.27,128.83,0.01
921,251.32,130.42,0.01
922,244.13,133.47,0.01
923,244.02,135.63,0.01
924,277.16,138.54,0.01
925,29.17,138.47,0.01
926,274.22,138.63,0.01
927,252.84,139.1,0.01
928,238.29,138.83,0.01
929,244.73,138.83,0.01
930,-53.07,135.3,0.01
931,264.67,135.36,0.01
932,289.22,135.75,0.01
933,290.67,135.79,0.01
934,288.22,135.93,0.01
935,238.27,140.63,0.01
936,254.62,143.67,0.01
937,251.45,147.89,0.01
938,245.52,147.78,0.01
939,258.31,147.74,0.01
940,240.82,147.8,0.01
941,237.61,147.69,0.01
942,231.57,152.18,0.01
943,230.22,157.06,0.01
944,233.73,161.56,0.01
945,-235.16,160.6,0.01
946,229.65,164.58,0.01
947,227.03,164.15,0.01
948,226.23,166.1,0.01
949,278.8,166.25,0.01
950,288.79,166.82,0.01
951,121.89,165.36,0.01
952,154.9,167.13,0.01
953,285.99,167.58,0.01
954,256.15,170.1,0.01
955,300.95,171.54,0.01
956,235.72,171.3,0.01
957,282.46,172.23,0.01
958,35.41,169.9,0.01
959,-88.01,169.41,0.01
960,259.84,169.19,0.01
961,-5.25,166.81,0.01
962,252.87,166.88,0.01
963,-40.7,166.76,0.01
964,236.12,166.43,0.01
965,256.39,168.82,0.01
966,160.42,168.13,0.01
967,238.07,167.83,0.01
968,233.82,170.2,0.01
969,262.13,172.81,0.01
970,126.77,171.54,0.01
971,114.18,170.17,0.01
972,282.84,170.84,0.01
973,116.07,169.52,0.01
974,116.27,171.86,0.01
975,251.19,171.96,0.01
976,149.28,174.93,0.01
977,-36.2,173.3,0.01
978,143.94,174.98,0.01
979,259.26,175.17,0.01
980,220.68,174.46,0.01
981,120.71,173.27,0.01
982,274.67,177.24,0.01
983,143.2,176.05,0.01
984,143.63,177.84,0.01
985,-75.83,174.75,0.01
986,-81.84,175.19,0.01
987,-130.29,171.39,0.01
988,31.75,174.42,0.01
989,-22.18,172.49,0.01
990,263.12,175.16,0.01
991,-61.24,171.74,0.01
992,270.02,172.25,0.01
993,102.71,170.81,0.01
994,-97.18,167.31,0.01
995,216.4,167.35,0.01
996,211.75,166.89,0.01
997,-57.1,163.68,0.01
998,264.82,166.93,0.01
999,-13.54,164.08,0.01
