activation:,agent params:,gamma,epsilon,batch_size,n_actions,eps_end,input_dims,lr,seed
,FTA(),0.99,1.0,4,0.01,8,0.0003,0
Performance logging begins:
"Episode:,Score:,Average Score:,Epsilon:"
916,41.08,209.43,0.01
917,281.14,209.5,0.01
918,240.27,209.25,0.01
919,313.97,209.98,0.01
920,272.23,209.69,0.01
921,64.33,207.56,0.01
922,256.96,207.69,0.01
923,-44.0,204.57,0.01
924,281.51,207.32,0.01
925,236.29,207.43,0.01
926,278.69,207.76,0.01
927,284.79,210.0,0.01
928,248.25,212.53,0.01
929,298.61,212.92,0.01
930,270.44,213.16,0.01
931,246.57,213.23,0.01
932,262.98,215.95,0.01
933,274.49,216.14,0.01
934,290.57,219.21,0.01
935,241.79,218.99,0.01
936,266.91,219.28,0.01
937,149.42,218.16,0.01
938,259.35,218.02,0.01
939,281.52,222.27,0.01
940,257.72,222.01,0.01
941,275.67,222.26,0.01
942,289.7,227.95,0.01
943,277.22,227.85,0.01
944,287.24,227.82,0.01
945,31.3,225.53,0.01
946,290.2,225.96,0.01
947,247.83,225.7,0.01
948,248.3,225.64,0.01
949,276.49,228.56,0.01
950,255.76,228.47,0.01
951,282.84,228.43,0.01
952,268.72,228.67,0.01
953,273.05,228.51,0.01
954,13.89,228.86,0.01
955,285.63,229.32,0.01
956,297.46,230.52,0.01
957,253.23,230.4,0.01
958,195.8,229.48,0.01
959,235.39,228.73,0.01
960,259.8,228.79,0.01
961,277.76,228.66,0.01
962,271.75,228.63,0.01
963,263.81,228.32,0.01
964,262.38,228.24,0.01
965,253.11,228.06,0.01
966,270.81,228.08,0.01
967,249.69,227.98,0.01
968,281.64,228.85,0.01
969,255.68,228.4,0.01
970,252.33,228.37,0.01
971,-1.83,229.52,0.01
972,139.38,228.62,0.01
973,308.27,229.15,0.01
974,265.65,229.29,0.01
975,256.16,229.18,0.01
976,4.42,226.48,0.01
977,-200.71,221.86,0.01
978,251.36,221.42,0.01
979,190.72,220.77,0.01
980,269.73,220.63,0.01
981,274.05,220.81,0.01
982,43.41,218.73,0.01
983,283.95,221.65,0.01
984,279.68,221.6,0.01
985,57.45,219.75,0.01
986,213.98,218.99,0.01
987,99.82,221.83,0.01
988,-15.29,223.3,0.01
989,255.94,223.16,0.01
990,98.1,224.03,0.01
991,261.96,223.89,0.01
992,282.03,223.55,0.01
993,244.63,223.67,0.01
994,254.03,223.67,0.01
995,-4.11,221.23,0.01
996,263.19,221.12,0.01
997,196.62,220.88,0.01
998,245.44,221.08,0.01
999,245.27,220.54,0.01
